"","RHOA","BCR","FOXL2","RUNX1","CBL","CDKN1B","MAP3K8","DMBT1","DNMT1","DNMT3A","ECT2","ETS2","ETV6","EZH2","FOXO1","FOXO3","FLT3","FUS","GLI1","HDAC1","IDH1","FOXO4","MXI1","NOTCH1","NOTCH2","NOTCH3","NPM1","PAX5","PHB","PML","PTPN11","RARB","RB1","SKIL","SPI1","TCF3","WT1","ZBTB16","NR4A3","NCOA4","SPOP","KLF4","LITAF","YAP1","RASSF1","ARHGEF12","SIRT1","SUZ12","WHSC1L1","WDR11","SALL4","HOPX","LHX4","MIR106A","MIR107","MIR125B1","MIR146A","MIR150","MIR155","MIR17","MIR194-1","MIR194-2","MIR196A2","MIR20A","MIR203A","MIR210","MIR214","MIR222","MIR223","MIR27A"
"TCGA-C8-A1HK-01A-21R-A13Q-07",4201575.74178,167288.856589,0,185383.16696,54226.668882,429341.167758,30441.1232118,0,167851.905909,286465.06226,308785.564939,330827.085254,243647.265899,284001.719696,72681.7369382,459329.152557,12790.8645836,593833.940641,2428.53585874,509142.670183,753604.033608,95403.3809275,234206.596578,83429.9612546,293902.797637,419854.80803,4171586.71898,518.173108163,4506253.95694,89536.3583207,587961.67857,34883.1277143,169940.200387,267084.611272,98171.3890654,449850.108883,1829.03894586,84.3291765796,5106.22913999,1797782.35307,2293151.45563,203101.624681,686867.742915,268502.062328,77909.9929487,159768.031615,490470.943021,560490.684192,359428.20124,139778.259815,3440.28154206,146933.121103,11436.6558651,0,0,0,0,0,0,0,6321.71191959,0,0,0,0,0,0,0,0,0
"TCGA-A8-A096-01A-11R-A00Z-07",6645788.81889,114909.968345,152.346612004,396171.896315,138047.364316,708723.972367,39984.4492579,55.0470788077,209245.839886,70467.3043354,266160.238929,172390.469491,214503.060712,52773.1426569,150043.559091,377830.775642,41244.6491813,629102.304137,1321.345942,580191.793532,356382.06407,166374.19038,155012.561974,127021.42407,589582.458253,507430.667285,3034319.76733,357.115933152,418921.665759,150940.538355,446650.073631,97545.7389897,356330.0697,176256.152012,513663.993835,226107.917834,6914.97308576,11158.6959753,8164.36930581,1454879.07026,255318.200451,648860.52107,1177822.57834,477639.996798,179181.828622,420867.84107,169174.786629,185306.02314,220900.944275,133006.865416,17344.6486465,27771.1092565,8651.80959105,0,2553.99463917,2524.97197281,0,0,0,0,0,0,0,0,0,2019.97757825,0,0,0,5697.3726566
"TCGA-A2-A0YT-01A-11R-A109-07",3172437.16421,171564.658317,0,65252.9219857,64425.9703052,1200393.06424,40751.6211354,35.7823901458,340181.561292,68372.601116,561247.550764,299181.329803,135840.933003,105212.500024,107127.432941,236342.39031,7640.25869708,524564.09445,3366.95778941,1141416.77492,474823.297737,99810.1658414,155126.424352,115256.114466,314193.023918,276232.734705,3416272.12878,92.854784843,872032.865087,103023.20911,615730.112345,19143.4819403,307273.958229,512373.382888,111834.63497,204157.845325,70.2337066975,5168.12945131,50509.0028752,1394853.60561,302092.301604,86290.3144471,1809784.00024,319153.163145,136788.33423,251667.404568,183821.379572,210288.72905,98127.5814244,135332.588666,853.596362413,14344.8246774,6910.79511117,0,0,0,0,0,0,0,3398.48512526,0,0,0,0,0,0,0,0,0
"TCGA-AR-A0TQ-01A-11R-A084-07",6589569.50987,145126.302313,292.029215868,184273.791655,88540.8045096,1114788.09695,71361.9870899,175.863830606,302471.98308,95862.5664356,395794.647021,210536.837265,156082.055455,216447.314655,108722.797022,349190.88069,66157.0807714,628952.956179,9050.72913417,973081.36036,469801.191726,67301.1135225,144840.870654,93921.8373732,363284.663147,467546.794994,3280702.49225,9401.10038967,764770.315696,125295.038548,641403.33839,15053.8677889,308206.753937,178243.958401,221505.501115,259290.947608,690.371361283,1648.7979305,29051.5572725,1180490.2442,186525.605657,124785.783919,1134788.86569,267217.632593,185496.355307,249113.422086,145063.315224,183155.606507,142161.042583,111095.95842,4614.79509951,31204.0731644,6418.26670562,0,0,0,0,0,0,0,0,0,2346.69207352,0,0,0,0,2535.26554371,0,0
"TCGA-BH-A0BT-01A-11R-A12P-07",4883910.90412,76836.0732758,825.818641762,261478.579,67410.3428214,597443.554314,61544.0138788,497.318836042,249760.373078,77558.1799079,83889.2226388,174574.107003,225456.095681,66588.7046113,105915.895007,219904.437768,10136.0849039,1228351.18159,6016.55239515,471996.196677,701005.072294,124627.061526,273205.346433,56321.7508019,211780.971169,413495.015654,2402934.74571,1978.82061839,953711.117796,115272.04659,365388.529899,17810.0139029,188019.387083,310116.848944,161059.913948,343111.618251,9663.76468206,441.054374506,8266.2519043,683184.807568,404820.720679,43890.1881756,938968.253685,412963.798328,100725.658055,239552.135394,80985.2088853,144417.037402,172392.375787,86654.4778011,23232.9701155,23406.6096149,4305.65208082,0,0,0,0,0,0,0,0,0,0,0,3649.86814851,7299.73629703,0,3584.69193158,0,5147.24995303
"TCGA-E2-A1BC-01A-11R-A12P-07",5439819.25413,116688.546875,0,444440.58627,92687.9145766,765725.831121,66187.1257254,203.607461002,217378.847369,62015.6734871,152296.214793,319086.168692,246848.86533,22900.1660898,282439.760475,229814.663096,60271.1619336,733545.171343,8992.77586855,559521.16353,996296.008893,150448.104673,267769.510748,92417.8284056,544060.19446,567884.085856,2661173.84926,3434.32970503,476885.251922,110126.975721,643650.550028,23564.3280312,303485.25437,302468.694781,60775.6462055,202897.061845,3396.94767267,69907.2413455,11194.1860001,2079134.34348,290614.354365,395095.492548,1430136.49236,723044.939482,170709.763778,491251.185821,222847.091003,141977.298759,114937.753366,156606.443779,9714.19669639,23639.2516629,6373.12180626,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10536.6861069
"TCGA-GM-A2DM-01A-11R-A180-07",5027503.72892,179236.604972,0,329288.096482,80136.7210644,1731670.17706,180120.80021,51.4035435572,141235.811658,62764.9839747,110404.968329,559569.332106,221596.818285,33128.7198975,78268.6223753,319848.566672,52383.9682008,324260.506209,888.398492921,640534.341979,224499.254698,187806.805667,545140.838897,54812.7483112,361861.090632,112779.007944,4724255.11867,88.9276346593,506129.535751,117343.470708,531063.917425,127625.960973,304458.280614,155231.191156,307675.475181,210630.060991,807.159362291,9247.84598455,8412.66127869,1399275.80813,285478.175945,147437.83801,682257.971261,489395.249841,191434.263189,318564.597645,217383.925339,185147.233488,162678.353388,168144.387205,919.681670583,7600.57714608,4244.97773347,0,0,0,0,0,0,0,0,0,0,0,0,7545.10558432,0,0,0,10640.5335164
"TCGA-E2-A158-01A-11R-A12D-07",2229115.77843,378537.689726,119.960795612,441912.000981,96965.8753446,932014.682561,8745.71165568,43.3451803297,257764.743163,349343.401798,182948.939317,347260.265953,351508.343346,307519.791363,17704.033453,407710.279063,1682.73931619,772198.059036,3828.87237794,714332.181197,215025.266673,326170.897562,817885.674007,81779.1806286,489029.620839,639133.930687,2585226.50144,599.893951872,324305.759336,75973.4266352,635578.204354,16185.3623416,36359.5940596,320832.619779,40421.5699137,310961.881127,510.46774734,274.580697427,53647.1365688,988868.070977,74592.2996066,30316.0503236,141768.29321,391109.710025,60427.0180694,110911.114227,169080.747994,90113.736122,176064.081269,76559.351697,1637.17980183,7988.75769661,7909.55498924,0,0,7952.85547276,0,0,0,0,8233.54448944,0,0,0,0,0,0,0,0,0
"TCGA-B6-A0IO-01A-11R-A034-07",7427029.69679,132266.736857,349.933273557,177838.033945,40450.3431973,1165159.62118,22204.7125203,674.350127728,179573.472365,88657.9529751,184759.380607,112775.510461,326834.08337,71782.4423156,91635.5266897,573373.396171,32560.7624323,1028663.57417,6070.14366654,768163.697255,469476.83459,206401.649318,241211.706995,35402.7162286,276591.252152,356224.858258,5363143.22965,36.4568505649,909495.329827,93120.9755723,454447.211462,27978.5077203,277374.977049,868905.647594,109196.320018,221611.360828,2068.14847023,1708.73464568,4149.41202832,955774.691757,387129.736193,133069.228266,715268.429072,350303.697417,150863.743433,311627.916574,298159.552593,128419.453796,129970.292887,166562.307506,7456.88475318,14087.5562246,11788.9581138,0,0,0,0,0,0,0,0,0,5623.99646813,0,0,0,0,0,0,0
"TCGA-LD-A7W6-01A-81R-A352-07",4105613.77631,121192.611382,643.729159067,359732.800854,54866.8918966,2215767.74933,80199.7150199,418.675129766,263338.493398,83202.486514,239099.131022,239388.59874,198206.309864,149240.647887,88927.7215223,175007.722556,104926.893293,1199113.62447,16526.4139888,843119.482383,438634.076462,303644.411149,223765.816886,128554.198595,190547.064287,636886.566169,2638181.25505,1247.41233616,443949.34085,167436.014085,275490.389803,109506.25251,251544.687253,224259.604888,155920.162887,323295.564044,821.775911159,11610.7444297,8148.64872059,949881.286706,281251.646349,223852.970987,510854.071859,323537.457394,230245.857557,150396.070429,175026.35143,204324.846276,620157.512523,149049.312043,7120.77629593,13127.1096697,17287.3938295,0,0,0,0,0,0,0,0,0,0,0,0,3414.10537636,0,0,0,24073.8199615
"TCGA-BH-A0DE-01A-11R-A115-07",5213726.20837,177627.687921,404.584536186,254640.746137,76928.276563,262960.422147,51563.6119087,1802.98131244,141959.707377,56750.4199007,144078.839025,451864.604995,231697.586553,49761.0945492,176149.279271,156113.213058,155880.841204,479812.341422,8234.63622746,436075.39687,706287.306944,159661.749906,164375.457796,152618.200467,291203.941364,666218.640319,2383571.46439,800.860343191,621451.229557,147168.091198,477793.537411,28517.3914589,307302.865435,274241.370016,319998.6006,194948.548594,10042.8053056,1666.91114697,33021.4200606,1536530.00757,380689.063236,220402.189916,1520930.5797,353839.486462,172502.447612,194422.603716,173659.103636,229292.832304,132497.359338,107304.963247,9783.91876364,33285.7624312,6101.09831453,0,0,4470.35262141,0,0,0,0,4628.12977276,0,0,0,0,0,0,3512.41991683,0,15130.4242571
"TCGA-E9-A1R5-01A-11R-A14M-07",4536710.94693,104495.614256,227.653665584,345975.94932,131596.804795,687453.330025,60486.9657159,329.030468232,136087.380368,92676.3962611,155117.738907,184261.985136,199078.931429,45817.8928931,81536.8967957,328635.565617,1117.68699148,850828.178309,1658.58475175,393781.098888,487605.146453,106439.31614,455563.225352,95274.6143731,342228.596175,466450.692138,4827053.63589,177.881105354,641832.170879,87015.3301691,593966.750107,8801.52052554,254635.680646,248363.318372,66278.190347,228054.156309,28416.1368056,677.405418441,2471.57823075,1373715.79683,377205.995431,22232.318518,1806363.81025,258570.071118,102954.531353,296630.907191,176194.107686,417335.955025,97158.58277,141490.061775,20603.8619936,11092.0306533,16215.431429,0,0,3773.10080971,0,0,0,0,3906.26907358,0,5488.1466323,0,0,0,0,0,0,0
"TCGA-GM-A2DF-01A-11R-A180-07",4499895.74307,195678.257523,37895.946853,175146.90981,89632.4133661,896645.616887,295323.401864,126.785761604,270408.869077,108783.211876,141553.605261,635731.731901,387209.710262,349706.224137,78557.8193477,162658.381474,9351.9055615,868512.199931,10834.3469737,1198264.08609,231223.672968,159158.172045,88535.1137815,257646.51768,241754.107871,381240.317814,5915711.30783,11679.7562188,734587.007157,250083.111695,433937.099896,53710.3170044,94489.6835351,307049.28335,700005.392268,382397.107149,23641.2443656,2088.20447184,29989.7321641,769098.934729,169814.832046,157069.834955,668437.298983,296121.467189,266654.36453,91327.7132782,91198.8704385,110374.257846,338932.34399,72064.4208698,46501.6986352,24819.5270534,2533.10044571,0,0,0,0,0,0,0,0,0,0,0,0,9304.9223039,0,0,0,6561.16316301
"TCGA-BH-A0DK-01A-21R-A056-07",5297626.48142,146200.403102,2236.46388223,360004.504844,65233.5870466,250480.488216,69878.0731147,2712.89626612,211490.548856,84512.7645288,240491.069545,537579.341377,201212.544334,134065.496508,178101.65924,317696.631824,51315.2961935,846455.378039,17624.0087326,540295.966958,360270.868419,135185.153642,176096.547436,174932.366402,377439.756611,850069.674264,3589945.47461,16775.9952284,1086039.58939,208453.584397,466049.831697,64660.3717127,191786.57923,222273.159821,379272.958063,445903.026438,2492.4947584,9068.09790504,32620.301754,1618774.77142,206259.659292,401160.74269,952226.589408,275474.83513,110833.913862,159859.513046,152972.739521,101495.658819,126425.293956,93093.4466427,6081.53432751,80779.2407929,3613.46503158,0,0,0,0,0,0,0,0,0,7702.20205957,0,0,0,0,0,0,35844.8634311
"TCGA-A8-A09V-01A-11R-A034-07",2598679.39961,127001.902771,184.409878247,620439.315108,114833.671813,88218.7073797,108600.518743,233.213508233,286204.35694,96978.4087665,329269.119399,114257.551271,271470.850433,106526.00555,115249.509634,501207.419403,239213.687343,1234535.48075,4414.45402289,683025.897025,329750.252355,264124.084168,178646.218953,64354.8292256,719525.654065,376615.245353,2111996.59596,144.091828685,335536.512231,75097.6556399,435505.911162,28373.0335123,178930.014211,356783.955028,68117.925128,290638.005719,4904.4822652,25368.1805181,2129.88444269,1327928.86484,308505.095098,355846.98271,585975.289533,738876.019885,191406.162709,420051.686868,296974.968645,284696.093698,310367.677069,175965.600686,27220.709887,12939.8625266,29154.9096646,0,6183.03005571,0,0,0,0,0,18985.5393475,0,0,0,0,0,0,0,0,3448.2283003
"TCGA-GM-A2DC-01A-11R-A18M-07",3903181.32626,98129.069351,202.611089634,222570.441552,99490.79272,1564270.05356,10504.0430718,73.2090361035,137195.960719,72574.0786632,44388.0404647,290041.85349,247851.038769,31890.322385,23799.3240992,96984.5832021,426.316336954,1236117.17474,4779.86742335,1152504.63955,412372.063257,136137.841451,67863.6323284,43608.4072702,199596.459922,239074.183964,3144522.99962,1013.20741192,817382.9701,96985.1758836,349659.447411,10551.0122257,85744.8226414,1139730.83305,139970.086393,118980.963046,1436.94760142,1298.5297675,2620.91595771,758657.182583,291061.754745,39088.8233747,533199.712201,122596.50767,169778.851011,194543.350836,139345.365085,220626.919878,351540.921037,66044.204133,7422.27135475,41240.8039106,10433.7189714,0,0,0,0,0,0,0,0,0,0,0,0,26864.3885665,0,0,0,7577.13523671
"TCGA-A2-A0CR-01A-11R-A22K-07",6446829.95678,142169.340702,159.024916461,288708.551368,43332.8264013,905308.42679,102539.584096,6378.0751426,134342.10983,86446.0504285,59302.5284536,380186.249367,305666.208665,87502.422858,145205.621118,161554.423917,25764.6747738,973178.067982,45240.0164938,824511.809034,180598.072921,181674.548819,202586.904886,137801.125978,120965.438915,285120.096224,2961145.80686,50945.3094772,560929.399946,262631.992757,109404.64182,36387.3269089,111814.416943,141868.943914,1063618.28524,494775.294958,451.131224233,9099.88389276,59361.9813913,618993.707627,174425.98111,261159.853379,1260806.76782,176532.104898,457956.007947,57613.8006095,75426.9400516,85236.3593439,101613.470449,59284.6561433,1484.95046962,38651.320796,918.414152089,0,0,0,0,4141.74715462,0,0,5457.36095668,0,0,0,0,16868.2065934,0,0,0,0
"TCGA-LL-A442-01A-11R-A24H-07",4979959.29534,136334.848487,0,253421.32189,105498.413496,1136793.8682,28377.3067935,0,243160.170254,76606.6887083,170693.859084,287439.410601,126709.364895,85257.7062841,72191.2269611,251279.837522,1088.97562088,651521.60182,807.989344775,618558.69289,235638.171951,161610.995559,266660.452782,110046.049731,286670.458731,232774.298861,2922718.87615,60.6590807785,302536.501578,63962.0460848,345577.943606,29171.7592027,278064.117157,226794.399746,363648.316097,134921.728637,0,32295.7770762,7173.02756928,1205058.63002,365855.633438,58794.7134037,828889.921326,408817.583373,266848.700726,315786.796113,182241.751116,239483.788133,227090.918381,141885.424164,139.406845828,7995.79085505,5184.00951168,0,0,0,0,0,0,0,3330.18353474,0,0,0,0,15439.9418429,0,20218.9714609,0,7258.09231931
"TCGA-LD-A66U-01A-11R-A31O-07",4568887.37623,154330.647711,1641.75020011,342476.718598,26245.7838467,1801051.46282,199485.642894,1285.28860272,156072.230277,79019.5860669,80556.6727351,268197.074911,232398.345995,63895.4994402,71767.4765352,133561.478461,68896.5991348,1563883.37554,31896.1915662,773895.035111,249542.55287,179106.476919,207034.131894,83613.3572944,147007.752201,296401.521126,3634378.65115,3463.58630694,743157.855224,150779.067353,115799.983651,38753.172275,73554.281143,138514.621203,375357.075054,481786.627599,97.0294459383,4008.35767628,24018.2455234,624403.538447,322706.051943,190542.893733,1066637.64251,177419.127874,359748.19685,62812.4237381,86375.7151125,99785.7669075,88937.850497,78512.7859149,5306.68160596,52761.4038337,2304.54939615,0,0,0,0,3563.23313522,0,0,4695.08366052,0,6596.39853131,0,3628.01919222,14512.0767689,0,0,0,97212.3091249
"TCGA-A2-A04X-01A-21R-A034-07",4187779.57967,115416.675164,374.289469924,213116.684645,29521.0413404,421029.45002,145027.901574,135.241221822,157001.390833,88743.0057356,213701.272788,271584.357921,207352.433874,73559.4411591,63066.8846702,218850.68721,7525.44722322,542308.921731,2423.91902518,841006.495967,786686.671352,103257.202526,100482.78939,54774.2963787,246311.761299,254451.708771,3941954.21789,7993.83866111,1939812.52082,197508.376764,354362.389853,43412.2127168,158811.909932,159051.653696,351445.329913,199744.76725,3450.87065135,5483.00004404,7723.65745037,1015250.41472,1298754.26717,722795.656632,1511261.63951,333702.623967,275593.886173,143357.595956,141143.426892,90497.1376598,68148.168722,89934.0771964,2957.3568632,21499.0107815,8166.15103077,0,0,0,0,0,0,0,0,0,3007.72006548,0,0,0,0,3249.41185645,0,0
"TCGA-B6-A401-01A-11R-A239-07",4201222.41609,107640.776916,586.86632485,296893.051044,60890.393596,763803.369291,112858.224138,551.333033684,370652.992711,85907.777602,131496.989088,256466.688902,215492.354117,126366.336008,71763.2382295,127576.864479,35727.8122722,932307.805845,11727.4988592,602508.926132,287695.994029,241064.970809,130872.005711,151297.726272,167073.201269,530587.206197,2480629.22388,6529.86723212,606074.744074,146261.897752,208186.852545,22596.7504993,121488.901713,138631.777391,521096.054145,645055.56882,102555.182773,19182.1844897,23967.5314779,613241.556382,223672.527964,130625.697794,490967.078614,304964.228153,301753.566108,122997.307598,96597.0364909,136124.858657,241249.302791,113136.01104,32290.2493796,35946.8000166,19036.6809586,0,0,0,0,3056.94476712,0,0,4027.97428138,0,5659.13742013,0,0,28012.7302296,0,3056.94476712,0,57062.9689863
"TCGA-A8-A0A6-01A-12R-A056-07",6285585.92212,79746.9293575,374.459818308,254769.305955,82505.9908543,1237045.46059,66884.7524149,5073.85400411,140495.825378,72289.8573377,210852.099716,214537.564577,276355.580086,103142.812214,149342.933387,257972.769761,13000.4363682,762155.733326,8184.44996079,518173.773709,499759.895448,278699.514233,203190.903307,96460.6407419,1572536.56414,635973.064369,3329971.97345,6144.40294924,445116.229695,136569.773756,636315.85998,71352.5232719,371123.24718,321008.542308,293268.369066,311790.36477,929.503407493,8313.95410629,16088.6655006,1473091.05034,245510.530073,497191.710168,1132990.6766,393911.298913,188179.174452,218088.358079,204491.099777,213971.870999,184663.894524,131485.13646,3362.1623061,53396.289296,9281.20993818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14003.8370514
"TCGA-A7-A26H-01A-11R-A169-07",3653042.58499,108847.931012,617.570802452,464549.681397,110055.811012,885117.526519,97623.1287344,605.680780455,188047.715571,75727.8691083,261843.33001,155530.478576,185619.786349,91683.276791,91850.8164265,359777.504912,12189.96476,792273.381192,5937.91766287,607887.645791,592980.208386,123411.807901,158588.731226,139485.054001,965646.623262,469307.293422,3925739.16524,3253.76277156,697220.241635,98572.7732942,467137.644706,29932.5798224,363311.098206,328484.100442,228742.246949,251424.740194,4317.33278184,1413.57033173,10923.3377131,1277036.775,406517.100805,255240.568368,1362432.25793,518666.050922,97545.8603984,316257.325393,186382.662692,234944.920068,347656.127999,139136.017693,16666.6341889,35351.2657359,12440.8049358,0,0,2924.43836161,0,0,0,0,0,0,17014.9141039,0,0,4679.10137858,0,0,0,6598.73271338
"TCGA-AO-A129-01A-21R-A10J-07",3035100.40117,240056.776219,0,125726.479746,86225.2068402,506379.358247,104534.435003,837.04053045,335777.618561,183701.251169,170303.700616,267390.521326,567899.266424,251137.866822,63615.7412227,284903.720729,7454.83783972,1103115.52825,2742.00226489,845443.326022,523370.842489,172398.081238,292837.131714,120536.168696,201397.229352,416071.531976,3593141.6818,24148.7308836,815394.541227,387163.461643,266644.894171,146547.672036,87308.6038747,234605.25597,423239.824005,471307.081178,1353.01261184,748.579616963,10576.3843,935805.820731,101492.260203,44757.6550867,884231.711757,282590.707766,171604.2044,97028.4519444,110662.963956,128774.788786,70862.2486622,42181.4287255,18010.1509224,28557.3516794,2557.71907073,0,0,0,0,0,0,0,0,0,0,0,0,7227.19593832,0,10647.208302,0,0
"TCGA-BH-A8FZ-01A-11R-A352-07",4086720.59191,136427.957777,432.305124415,371195.609371,65737.2887896,862372.033007,425947.722008,22701.6328045,582372.196079,54728.7377979,138280.329314,1624204.53542,249176.763108,105504.470322,143876.367883,169640.465109,15968.8530553,1158145.04994,14198.1315259,759335.751455,986532.320197,161089.447568,220528.130658,154310.745337,332443.51537,5086018.52327,3988991.97656,13106.2147914,512890.606775,154162.915131,254874.520263,41954.8790625,143090.263178,281904.253238,588360.657769,261194.442601,7767.12761503,14842.6794717,585313.660084,1199615.70253,176637.005354,453315.145585,1890471.13495,304509.545349,353349.752227,197254.028257,128292.411379,141377.576168,92629.0636213,134749.232028,7763.07589214,51506.1845102,4646.60843703,0,0,4776.64412091,0,0,0,0,0,0,0,0,3821.31529673,19106.5764836,0,18765.3876178,0,183227.169356
"TCGA-A2-A3XW-01A-11R-A239-07",4027764.36542,238454.486481,0,100573.904387,32528.3572554,456498.686333,84153.3518071,386.979405524,205500.419033,50421.9999763,36288.5820728,1537906.35118,158301.679092,89035.0333858,90789.8486667,104797.040263,9859.00750733,854885.145387,14955.3295453,843199.379479,249642.230135,260340.395067,224456.707012,390510.5926,163603.580808,964137.978941,1784535.47449,209.209574949,671336.344443,263981.087958,180184.132778,9295.35627503,61909.4439233,36531.959832,884830.187582,464309.387155,0,10663.6602499,9648.34533506,575665.651705,202906.365904,3263468.95341,735641.693411,243696.969238,322544.996657,93627.170845,65213.8102342,58931.4900701,77426.1757161,80069.6259811,961.611900024,503639.290005,1030.8809572,0,0,0,0,0,0,0,4594.24226588,0,0,0,145553.948151,134903.659262,0,0,0,115150.559356
"TCGA-BH-A0HY-01A-11R-A056-07",4611623.27499,226902.437772,553.211035661,327685.804489,60699.1085808,658747.701245,35290.2475821,449.753787911,179310.995236,147644.327868,456984.935692,128711.018631,361290.046669,131234.912948,81782.7458366,222118.547741,11252.171469,232217.944721,2782.93179946,540552.302444,1227207.3694,64604.8417642,34589.6490913,141241.034624,533600.10938,1028800.15581,3162091.99302,345.808762675,938566.665011,93486.4257224,350376.715518,15168.1502673,580783.63774,197152.537769,100613.552558,507935.875999,58263.2904855,1899.38393482,9839.73531112,1200891.56952,257170.273342,173433.738568,482839.312018,260216.926467,78867.4956243,200276.353264,107793.857102,274827.248968,335238.724014,59712.1300176,6755.27752953,27734.7782476,7255.20163428,0,0,0,0,0,0,0,0,0,3334.12518807,0,0,14670.1508275,0,0,0,10344.3371219
"TCGA-S3-AA17-01A-11R-A41B-07",3151830.20687,131330.750889,156.680970595,84282.4104018,79568.1316079,609547.110887,314888.155687,1075.65086502,348377.467056,92168.1414583,177695.595643,233144.284882,279261.761875,85606.2621334,152110.178735,261815.931147,37363.0807926,881053.391933,6849.05296079,1038859.91122,340285.944748,179394.529541,100594.080465,128692.389108,334211.363447,560132.318307,3195448.14596,31585.7454559,542420.498184,172892.456126,237207.890014,37952.6064663,166101.486971,228636.656006,478686.415555,289407.533917,2333.5293498,19079.1293261,43069.0279979,1282822.39302,218346.867783,216090.84909,943522.33888,152370.327697,205251.560979,132257.216802,98618.2597633,171241.052952,184499.434485,139595.559191,3826.47261799,16388.0656211,18625.3889841,0,0,0,0,4080.69992165,0,0,5376.9222497,0,11331.5303609,0,0,8309.78893136,0,0,0,0
"TCGA-BH-A0H7-01A-13R-A056-07",5817208.73534,95423.7220307,1902.72740216,439661.053157,46292.4739594,775105.764885,29959.2051476,515.631348207,164698.855879,71398.3617337,167925.77088,179296.213292,169204.354034,107013.031924,143985.728221,152845.893835,21519.085187,790667.21891,4290.75438971,827531.520261,1074619.93678,103453.419557,292376.321305,77769.5892467,386794.600713,468158.821052,3922097.41819,2676.11178019,660520.935725,99158.6947961,595208.610354,25521.868852,207887.175913,209552.112782,117362.828736,178009.849878,4723.04775404,3103.07382327,3296.39837985,1759202.5028,199163.27501,93477.5937834,929887.229578,294934.476942,95411.5048521,132720.913335,184459.721953,178876.428986,182179.178203,90331.8605137,37584.8400352,33512.3631034,2575.4981897,0,0,0,0,0,0,0,0,0,0,0,0,6307.10890012,0,0,0,0
"TCGA-BH-A0H5-01A-21R-A115-07",4951757.41489,138425.187782,0,240499.94146,100464.046607,879443.130492,103788.193786,2206.8186282,272483.528426,70370.7092878,139170.43434,251089.614296,279784.208697,82563.9073763,259997.299387,421707.434059,105507.844736,792106.997079,10502.3359406,714392.796419,474337.924507,234939.754975,223870.421144,111720.193052,283097.178552,306159.789849,3347768.93646,117479.574697,509802.702721,226833.389361,379546.307085,51541.7801651,285026.240621,147413.612736,548093.111435,372008.642831,19586.1189409,36164.7078159,15212.1593243,1542350.35432,310869.317119,243132.126063,1170539.12309,353279.02978,209474.603623,203789.400501,173692.04613,197582.232365,143420.639124,133768.70287,2479.61423306,45608.3914645,4536.88558268,0,0,0,0,0,0,0,0,0,0,0,0,10562.6364341,0,0,0,4965.34191344
"TCGA-A2-A0D0-01A-11R-A00Z-07",4468204.89374,165145.498697,2522.45914858,166717.539237,91052.6072483,346174.764759,67429.7251045,2335.55173721,662726.331347,106704.966697,395397.879779,258811.51371,167895.30431,263803.165007,38303.2014156,212396.998103,5418.10912304,1111787.7294,1640.85097595,1969818.89328,325643.912619,207858.006566,325716.267591,145456.678114,184754.924549,522684.082877,7740762.65866,147.82251158,1111706.09261,362574.144169,399071.78178,9080.58854404,145365.192961,219064.4712,345184.712163,660163.861021,48749.2981806,0,5025.56739202,548491.27975,100192.383793,32300.6529696,893486.031499,872785.313658,136601.727363,120301.889904,111861.689236,176799.675116,110898.460248,48122.0997709,35897.7195832,4804.58435645,2048.61367846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D8-A1XK-01A-21R-A14M-07",4938394.54447,111290.241817,690.171338979,153645.011843,175497.547211,444656.029504,63734.572819,35.6254498381,624003.763635,88458.6469584,938544.896102,280406.326292,149554.213402,425046.272994,73002.2850458,297475.403802,3457.6130866,877048.942592,19634.2582369,730803.649606,290406.585668,51646.9494633,135343.17955,194278.421879,403919.331969,490035.525892,6093709.10017,616.316846765,524851.540601,112524.000822,711487.545453,7157.04398214,92868.8084023,384544.113252,234225.79617,485568.699575,37620.0072988,1128.39083703,31930.7228123,1082023.76095,176845.062448,249167.940214,1246304.05795,553418.927576,247856.614246,148009.418863,341889.480971,344141.09451,241027.905005,139117.976635,5878.1465878,7344.98165813,3463.96811213,0,0,0,0,0,0,0,0,0,0,0,0,7843.75245117,0,0,0,0
"TCGA-B6-A0IG-01A-11R-A034-07",3220650.97168,131474.078203,447.251094144,191183.71052,46939.4216893,412483.526765,71553.6544625,2343.26222017,398374.724351,111658.868183,183096.802158,206554.81475,141711.556591,119947.041542,113714.648973,244797.927865,6665.88558172,1063256.22838,5508.37490217,472406.287843,719813.333521,166437.968219,193556.67253,99167.835289,1236678.65244,659120.802844,3938347.64406,1118.29546051,967171.0811,212078.627726,413151.938094,18791.350897,242093.830895,136674.477355,86859.8265263,657090.071068,396.496304892,13206.0150635,18596.2669854,1301832.83286,496087.128114,108125.029973,1066329.93768,230061.47682,146651.484342,117664.882929,164978.113525,167139.089912,178518.608619,84180.4498986,4497.62132052,36263.1337119,4627.87922699,0,0,0,0,0,0,0,0,0,8086.55852242,0,0,2965.07145822,0,0,0,4181.51103083
