"","RHOA","BCR","FOXL2","RUNX1","CBL","CDKN1B","MAP3K8","DMBT1","DNMT1","DNMT3A","ECT2","ETS2","ETV6","EZH2","FOXO1","FOXO3","FLT3","FUS","GLI1","HDAC1","IDH1","FOXO4","MXI1","NOTCH1","NOTCH2","NOTCH3","NPM1","PAX5","PHB","PML","PTPN11","RARB","RB1","SKIL","SPI1","TCF3","WT1","ZBTB16","NR4A3","NCOA4","SPOP","KLF4","LITAF","YAP1","RASSF1","ARHGEF12","SIRT1","SUZ12","WHSC1L1","WDR11","SALL4","HOPX","LHX4","MIR106A","MIR107","MIR125B1","MIR146A","MIR150","MIR155","MIR17","MIR194-1","MIR194-2","MIR196A2","MIR20A","MIR203A","MIR210","MIR214","MIR222","MIR223","MIR27A"
"TCGA-AR-A2LO-01A-31R-A18M-07",3166059.17478,115389.915706,353.466130853,421156.585757,93933.0924565,1769419.00912,368358.676842,638.585843985,271763.856365,114343.088023,177843.440163,415902.288206,215028.98492,133385.783207,136711.800413,202846.93808,67927.5385462,1088013.19613,21950.5073694,469349.863607,214030.817544,270103.804885,219438.901666,214404.272849,254175.72989,867961.256637,2643641.79906,14196.0034743,548036.434483,142639.432107,399911.83812,62192.7338179,240842.676938,288636.050245,264368.150465,372148.472741,125.341685351,11245.8755347,44825.1763011,1282064.20426,216070.244647,154842.267473,1143030.63585,397701.86133,139835.683274,163273.811238,138426.299706,206936.576243,170525.218009,182959.281463,24754.5970477,34577.0389477,12843.6038821,0,0,5858.29945283,0,4602.94957008,0,0,6065.06296293,0,8521.16284049,0,0,4686.63956227,0,0,0,33046.8174262
"TCGA-OL-A6VR-01A-32R-A33J-07",4235321.87542,148516.351291,212.025025844,480080.162943,41348.6804009,112980.412557,121600.032289,919.326644945,289603.307551,57268.2946281,105328.916323,132713.454272,213516.618155,54845.0413877,64551.0756728,178870.501472,7955.88351062,778464.243509,2868.76819875,933645.888169,248451.944764,277928.887032,544573.898864,38748.7108542,141847.795733,251136.95103,3243126.65328,1259.08743248,851654.75431,85757.0621536,386061.901185,35549.4624242,102361.001361,70772.7793426,125399.275815,234726.262893,104357.655791,68282.889167,3869.15450036,1338921.58664,263337.425008,211201.697727,402804.536517,320535.332316,217130.263779,157799.829655,143169.747288,131545.627469,235598.69999,103269.736292,1218.37380032,11766.45912,2142.88351891,0,0,0,0,0,0,0,0,0,0,0,2811.25909267,5622.51818533,0,0,0,3964.59615632
"TCGA-AR-A24V-01A-21R-A169-07",7022865.10225,106718.96629,325.769366799,376552.475579,59980.6520264,1278181.4328,69315.2053547,0,227866.726388,40951.7028161,161056.725665,215490.870763,252151.537164,39927.2791156,163474.87292,343586.966702,13709.1018459,518829.941296,753.464353752,640626.459943,258249.404513,176894.719339,238718.96473,100060.401729,406558.10188,484778.259383,5033266.04328,169.696996848,504433.351826,143324.95732,585293.048582,36585.0659761,285640.449481,281547.689262,261335.52404,204172.432189,14555.546391,3082.061784,18862.9096901,1618571.69493,290095.255307,98948.5054837,646971.846239,413000.858502,131329.634717,215397.99605,218966.310578,252940.665045,190548.131482,136441.722066,26363.8680225,24472.7321264,10452.2822741,0,0,7199.0094163,0,0,0,0,0,0,0,0,0,0,0,0,0,24365.8780244
"TCGA-AO-A0JJ-01A-11R-A056-07",5138162.47784,100731.12747,0,451631.292881,87197.4126739,380094.015487,60384.4408277,186.077835451,176581.321967,51271.2280771,190268.545852,396392.865787,320612.241987,77485.5450633,177661.559931,280605.767489,27450.753495,591467.278296,20814.3484292,832600.626303,653973.656619,154164.636446,226618.932948,117188.821486,528083.108378,484770.981192,3179336.5785,7202.80026364,409897.242411,154469.588751,359662.044365,133378.209226,311813.138458,244866.200818,359759.910176,207665.205639,639.159042013,7131.47246695,44728.3491816,1802905.43339,249111.964703,783126.16627,904292.606643,471467.563282,170695.998915,253532.718747,212325.696478,207135.603566,152293.901967,104275.605659,2311.94035582,37685.9458415,5886.38857994,0,0,0,0,0,0,0,8836.50803294,0,0,0,0,0,0,6706.27841785,0,0
"TCGA-OL-A5D7-01A-11R-A27Q-07",4692737.04536,359895.228858,0,120341.53283,35951.8348068,415338.553257,122889.886413,64.7938742446,420931.717378,153094.739664,138308.728244,261255.880925,656013.744275,474266.227727,36996.4324772,173840.91561,11570.9177936,1121549.0338,2861.76540815,1255367.87403,297051.476024,100609.999336,368552.366667,504021.317137,172762.393157,73222.4233565,3097081.93801,15020.4322014,1197034.90243,500268.220015,277540.948318,93099.0703216,79026.007845,60091.7972781,608280.694995,1021126.27587,10682.9077387,410.452720321,19717.0201667,554499.145345,112896.937886,117510.942402,463639.930097,161925.788638,456470.856079,32922.9771451,113903.146178,121602.138536,181562.45294,79883.6363306,4765.82000264,8500.99307285,9924.81585205,0,0,0,0,0,0,0,0,0,0,0,0,4755.28133433,0,0,0,6706.16598431
"TCGA-BH-A1FB-01A-11R-A13Q-07",4857389.67263,117124.341058,196.541759301,387815.92434,135189.69343,622261.068499,198135.843415,1917.43248121,214319.077798,69016.881472,133866.704575,428767.738799,280051.922242,40760.7050575,217002.311131,350031.632976,47971.3115015,451546.865111,21956.0614208,508357.169809,375306.439286,218380.929939,281927.293807,137206.170187,556014.68381,347624.752872,2527935.87049,27089.9742355,394506.986889,128822.01272,540573.851534,75909.2173833,273180.667981,315056.553812,232899.467442,242479.047698,11430.0047591,13496.0525396,172656.53485,1622253.17571,276232.295725,299974.425006,1475259.47764,618022.658949,150527.560573,373613.848222,208362.681576,203859.945328,140678.030895,168390.983549,11576.36286,31279.6476107,7567.23064685,0,0,13029.82527,0,2559.42996376,0,0,10117.276092,0,11845.2957,0,0,0,0,0,0,22050.4735339
"TCGA-AR-A256-01A-11R-A169-07",3881113.95394,183934.860848,0,261380.766612,126235.722582,323067.164627,118566.381,386.037207907,462381.551313,55069.8841756,776427.601349,201299.408708,786850.223205,166368.394691,211948.417751,422284.636778,974.133660318,636358.032995,222.393794917,515323.815807,377264.857836,39419.3377845,254012.943668,340068.354339,504619.496703,787347.044699,5712892.39398,901.58487351,866897.42519,126313.771719,968264.351848,163621.437232,318063.671209,335916.482224,205304.979757,322617.021713,4622.05643436,146.726854022,31095.6822781,1172098.42655,181126.987946,66349.7310078,736745.343375,393024.751154,140465.76459,179385.231093,104704.360408,324547.87828,464529.369774,103700.480172,3606.85751867,8803.15703722,4833.34379915,0,0,0,0,0,0,0,3666.44515227,0,0,0,0,0,0,0,0,7990.97020367
"TCGA-E2-A1LL-01A-11R-A144-07",4121167.17991,306822.141593,418.070687392,282404.695756,81424.9093211,242948.000451,33865.9315502,604.242385791,275373.721479,73454.8110872,393530.53105,1850765.67849,186244.936654,242041.617674,138719.249867,236368.346069,4984.78175453,767309.53053,6962.01062867,1996670.42091,1409633.13891,73588.203245,228443.460905,415967.216352,174355.989573,1217370.19478,4593559.65033,2025.33365739,441350.296776,217415.601508,569489.185458,12369.9505862,252541.226985,214535.10603,84581.9236346,363747.593068,444.75280639,478.46523663,20666.4245927,999168.854155,120422.050615,54826.3886574,1117564.83177,511552.050082,121520.764488,138321.9864,110535.877936,111389.688817,86474.0649767,101560.372437,1201.19398682,15414.961321,1810.85790399,0,0,6929.04656319,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-BH-A0EB-01A-11R-A034-07",7414381.95256,101822.622171,469.935522497,299879.423299,112988.034328,736970.615537,20270.8142719,1443.30686393,159910.56483,62324.7295175,178735.220224,165346.455642,302642.063275,42439.6878985,141656.608576,341546.456665,5273.58276171,796512.833488,7662.66534238,692751.335736,579781.557299,125467.94473,230822.571903,71869.9791605,506423.370264,344086.749552,3301401.67003,440.630639384,548338.625934,130858.135323,487451.754474,62848.5056238,393419.484164,325701.972302,431481.271063,160189.928213,3249.53044285,1505.90292433,7978.61427427,1371726.09301,328573.485081,179358.135769,1346961.88575,607944.990259,223504.358521,307172.196965,181854.901927,194983.853243,125557.978037,120168.111393,13164.5591839,47782.692976,4184.10089156,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4393.59589462
"TCGA-AN-A0FZ-01A-11R-A034-07",3886547.19226,134003.613037,53177.7848865,478941.61386,80701.5073462,659043.473892,137990.593074,161.467365036,251230.824787,118575.321953,126156.857135,174408.663356,215270.646321,60016.3912202,84344.4829225,288832.061352,239329.762579,738052.056603,1550.34019735,1459699.1802,2759134.7155,137953.669463,159920.320521,134627.324808,925019.435368,476035.387027,3774913.33493,55.8673968899,807792.16483,71432.8561199,391244.135856,18687.2815825,267128.808098,1997600.88897,61616.6488689,172931.595756,443.699599588,3395.8776255,3922.55222058,1184134.68521,272514.58141,44317.7477778,1437382.18997,343107.266528,145394.650117,114873.098557,132787.227244,202607.010264,236757.659997,97743.4030104,10078.9750286,73877.1238318,5290.66829453,0,0,2962.55917712,0,0,0,0,0,0,2154.58849245,0,0,0,0,0,0,3342.37445624
"TCGA-BH-A0B8-01A-21R-A056-07",3062172.03327,198199.177839,678.175991417,210665.85271,67853.6965598,173122.335209,107948.912971,2205.39505793,277722.916437,63980.07936,181941.182004,361852.053957,223478.136261,36747.4805009,74128.6563683,182553.496822,5826.74494958,688574.662472,5999.65554919,447387.593399,457370.952985,103589.267693,219530.03611,78138.4527285,741162.847808,332619.65937,5824772.84872,3020.45547833,664009.084026,91472.2753824,599254.399434,17658.0738734,170759.031108,185062.742116,119994.703023,190096.439169,2645.34804724,2406.05070527,7206.13009822,2672732.81474,428050.069921,161789.595672,848668.597991,104630.512897,68617.9959624,284750.874295,284716.938115,227299.612616,204121.046667,88123.5632003,19728.8092495,47586.9523976,8322.90114792,0,0,0,0,8831.42574537,0,0,5818.3510793,0,0,0,4495.99856128,0,0,0,0,6340.51079155
"TCGA-A8-A09I-01A-22R-A034-07",5128948.4309,189309.401593,70.7461102329,261078.544313,60928.9381609,808139.93962,68769.6984891,306.750506948,278434.540191,127476.750945,471539.163593,108100.964819,187990.313905,186103.979141,56075.1249707,375046.415569,1984.76944986,586628.060114,736.321611142,594520.623095,1076986.96265,55318.4093066,50438.1528971,71873.1573496,242803.508961,510248.292021,4503617.90818,1348.8000232,603344.818715,194708.666445,598185.291249,30477.699848,313948.564972,307375.094261,266111.921059,258399.248392,2709.40573588,194.31864741,8367.08889906,1066892.55162,189902.375429,83076.7183461,1526499.62815,164935.791401,115090.033367,103529.908157,165147.537185,381085.965925,194405.4869,107972.456226,6656.98075966,12430.4282804,13755.4903537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2645.72312243
"TCGA-A8-A094-01A-11R-A00Z-07",5435543.94581,279664.269779,0,168763.610382,56021.5642427,553723.215029,298934.397655,0,398895.445818,89002.8144582,328879.912402,173349.848355,213141.869032,92191.1317719,97371.2731174,216148.553131,8792.77444967,740609.889075,1423.41640181,979807.903963,1045858.92819,123835.712831,52244.7339617,76112.8219485,223042.449366,173407.426198,2258345.56126,2422.19896911,410924.351114,83472.8575055,1155295.42717,44961.6998256,313315.893124,148323.736719,294044.301389,268910.099384,5173.01136511,208.692284062,15058.5662392,1641125.015,158615.687321,77955.5511621,1716765.8313,347970.849442,238480.713572,183278.944505,161000.388037,155788.423478,160992.140549,120192.543669,5239.25036806,24870.2629867,1864.9053769,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-A2-A0YJ-01A-11R-A109-07",4681594.80018,247254.164995,0,350957.950079,171195.14296,611594.662067,75936.4298116,0,354869.5382,203890.508496,244090.731908,401617.68341,435550.690183,134554.006491,172183.376371,308171.363904,429.026276867,429638.921217,1273.30182124,618523.843602,494741.633914,105728.870993,234998.118781,1419961.3608,971559.422291,553492.58164,1627003.6459,477.960003614,624256.400037,96462.1280989,800852.729623,69138.1879623,486429.022552,156317.187694,100901.630451,411743.644826,542.280660555,0,8831.17024416,1090976.90415,140396.361021,93019.7033226,1079319.82487,1161395.25571,173199.701891,230772.041513,100076.412409,203791.888419,73557.0010164,47913.3711431,7689.14183602,11162.0706625,2575.94497575,0,0,0,0,0,0,0,0,0,0,0,0,4055.27337612,0,0,0,11437.950548
"TCGA-C8-A12W-01A-11R-A115-07",7195262.72759,242934.314997,634.260802334,208814.781437,70035.7803765,986444.492053,25432.3434158,0,374994.947814,90582.9168469,267730.117948,140622.625043,250847.435466,102183.139189,141761.191373,192058.82871,40481.5165177,531714.730302,3740.76580958,925652.946555,480072.014721,128414.766007,108329.70059,155052.114739,411227.58094,737426.23522,2490534.22998,792.944931065,912776.900164,142045.693326,672843.845221,38033.6883394,229130.493265,142706.989326,338685.382071,277596.888846,9446.36857976,1959.89275467,7472.05232664,1045040.37852,227569.967434,88613.5058107,1024340.65954,267779.375067,354153.631845,238848.638119,121045.663791,246421.414247,352875.272359,98934.7062523,15831.6478513,34542.4462233,5647.18149935,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-A8-A099-01A-11R-A00Z-07",4200950.80968,136175.718725,0,218936.529737,112143.484263,164326.18426,72798.3595266,37.3242001016,147521.683396,72722.4870038,330798.032445,137576.87161,196761.893354,42312.4944298,52682.7326964,343231.985748,941.845990974,648729.468288,2293.57387189,467602.156102,735265.079576,205074.747713,162072.208957,81856.0961291,310821.878568,517058.811029,2567817.27267,484.278796882,488798.210776,99558.5837363,628823.142414,68136.8870877,224193.685761,260352.612456,124808.968187,160719.595599,146.519945256,236.43931844,9687.61613656,1817365.04414,374286.405847,353198.701548,876145.389041,482271.947394,130164.909982,451187.187677,300192.71028,266340.127319,229090.390047,97455.0638836,6826.22029122,6917.92230114,5468.57109655,0,0,0,0,0,0,0,3544.92079318,0,4980.46723008,0,0,0,0,0,0,3863.05471051
"TCGA-AR-A1AL-01A-21R-A12P-07",4445355.43466,158129.334691,445.507425161,407703.714384,147580.27015,616024.163866,90582.0147064,2052.42174901,213384.890625,94168.3721845,272658.706569,633015.658883,346147.399647,81041.9581806,181088.744219,324549.663673,31246.5775233,765471.655085,19629.1906776,623539.01595,251320.63765,208767.952394,368115.13626,96972.6385239,514184.175029,477092.438553,2358820.4421,4281.69009378,345879.463293,94511.4418139,582296.910775,55451.2439445,323411.688386,288815.645442,127033.836852,285130.467494,0,5863.45312725,106511.659785,1211852.14496,254816.770243,174296.744158,1188017.98817,674180.332944,233145.387982,336322.010293,269275.123076,226879.504652,193479.030307,169503.283429,3520.06814852,30213.2097181,13186.2773949,0,0,18459.448284,0,0,0,0,3822.19164469,0,5370.02131898,0,0,0,0,2900.77044463,0,12495.6265307
"TCGA-AR-A0TY-01A-12R-A115-07",6038109.99225,75965.5211966,115.475524602,244964.279197,38869.7867652,910947.593102,29091.3342785,250.347161102,472975.00591,91776.8631229,511541.81143,218599.163851,103885.437977,185926.115599,74834.4790733,218002.849372,44626.1120462,965911.03354,3605.58866243,778825.185598,403696.808214,73583.4363978,88396.3762238,75653.1003622,169663.864493,395181.694923,3160842.54523,5341.54415289,477617.180001,90537.7926922,442911.739039,16946.8843871,236155.309655,1673822.18074,90030.7801888,302049.861496,3357.77445071,3224.63408993,51854.6921628,3116718.49395,142814.717043,150423.613009,2009602.66278,370654.718117,91184.2462523,310547.882573,274743.549711,161912.647818,152033.900645,90419.2750956,39730.9451911,69254.0069379,6002.13617694,0,0,0,0,0,0,0,7925.69659443,0,0,0,0,0,0,0,0,4318.48852901
"TCGA-BH-A0BL-01A-11R-A115-07",4214309.00035,145066.664513,714.523074476,291385.502408,125749.241288,598893.508758,148917.32926,700.766441166,270639.400173,100670.883251,232830.238627,566797.933491,350021.647515,367416.189108,186511.302751,280668.159129,15750.2846774,840266.896147,8499.10483178,504893.579591,598405.150623,230116.407028,213409.379976,246459.072063,454406.649459,777438.831605,2389482.91496,23480.7084366,428319.083054,201700.672603,417048.539104,54524.7729118,152326.993929,405688.019217,319914.275063,484336.679125,7239.28938991,3084.05997992,21173.6831961,1400507.3171,165490.359697,91303.0099111,1100211.19206,584011.929752,126118.131215,157916.889914,198566.740686,162496.990702,127167.345237,150126.121466,33800.4578606,33296.9121953,10905.9458701,0,0,6767.09028652,0,0,0,0,0,0,0,0,0,8120.50834382,0,2658.49975542,0,0
"TCGA-A2-A0CQ-01A-21R-A034-07",4193814.73078,99629.8388105,121.523560319,292436.967292,84964.9063709,682360.065429,52862.546256,43.909850793,181005.522224,100771.430813,121062.261393,203201.621293,262543.793833,108493.181784,42762.5954297,152977.779977,1448.96172943,1377465.78631,3035.54522271,856916.194759,248536.917231,157034.352267,104567.845103,67524.2218928,204687.005449,275655.446767,3514005.46061,113.945427661,506234.507478,131492.726436,263633.708552,24642.2629,195428.894596,133466.818372,501829.046084,208026.269147,1034.23552284,1112.63096501,14428.6420559,772321.96901,369374.785393,75178.9447802,965934.486271,325713.348831,183642.656031,226484.102739,145735.00018,99734.2207549,150885.889827,91164.3015904,2444.11679701,28484.9313113,9825.66406136,0,0,0,0,0,0,0,8340.80530475,0,5859.2433959,0,0,0,0,3165.03772725,0,45446.6955708
"TCGA-A2-A0EV-01A-11R-A034-07",6876555.02285,108501.620754,0,446809.147585,85765.1131716,563973.827274,38922.4569872,224.890503063,251536.574886,68996.6009205,307839.690401,137103.969061,171417.866977,98445.5242939,120223.746139,357464.768252,30033.4751018,604073.916585,5182.32454204,772486.824844,425331.15453,153059.536894,72984.1977389,98531.690379,668932.44113,379767.737531,3835780.99377,855.928483596,838138.509413,158589.094108,414128.127163,22197.0393864,230555.170022,373093.448617,216566.228375,252503.535527,9004.87163555,11055.0834921,7706.12917911,1275908.29128,333000.958424,126130.235075,1122549.73721,452789.47383,143153.167382,251009.483665,154147.452091,361555.276694,190291.364576,126821.496783,18150.9396375,41729.5771656,5391.80639533,0,0,0,0,0,0,0,4271.86124995,0,0,0,0,0,0,0,0,0
"TCGA-UL-AAZ6-01A-11R-A41B-07",5395528.00354,149533.035801,29151.3107122,111074.763788,21586.4022271,729174.368054,100213.070257,8856.25698814,251735.078305,184814.485992,140480.327705,138011.277289,211139.618016,187297.496861,36838.1743954,180816.827691,58082.5461313,939627.474261,3220.22138016,557883.852393,251271.057197,138686.956691,271630.426511,48086.2898409,58584.4245742,404457.225811,4795193.86502,45.3291100202,467919.540987,155090.665159,271334.318409,7552.53841818,103209.622086,116827.113676,165214.944285,471694.174622,2880.03509528,597.537547766,5963.26195119,1001583.09143,137194.995599,41739.1163592,537097.923804,119942.185851,206186.958445,83245.2759996,94446.3830277,95312.1217553,87373.9994117,81043.2285694,1666.80752058,32030.7254871,6630.98093759,0,0,0,0,0,0,0,0,0,0,0,0,15383.8757752,0,0,0,0
"TCGA-A7-A4SE-01A-11R-A266-07",4277157.87991,102701.828846,1027.78583019,487534.649928,97851.7910153,463732.725276,159352.127865,148.547071308,402637.428179,113586.734346,320795.30193,246629.679827,237725.337188,217594.079107,138165.22616,212632.155632,6199.38468224,900435.819508,6275.65441169,855764.721894,393220.365246,159687.325954,286464.546905,474650.991026,272864.770725,3815637.78307,2798494.45823,770.955002681,549304.234165,195938.058607,314718.246176,47358.9921487,73578.3695534,438959.086771,211848.765195,388563.223378,22159.1924403,1129.20951664,23646.3340324,657674.987355,157609.152797,340855.241032,899770.880153,438564.996285,153362.166343,110221.750388,111858.735461,178225.378493,123483.85823,85208.0640525,55664.384513,50502.4500745,9793.99687844,0,0,0,0,0,0,0,0,0,0,0,0,10902.0046061,0,0,0,38436.554701
"TCGA-D8-A1JM-01A-11R-A13Q-07",2797380.59445,389640.882868,1672.82675827,31352.8235797,38986.011853,2718546.68908,124667.170274,1853.612784,605753.599852,109852.696168,591756.021648,899679.505105,1234978.88365,206681.30965,97128.065846,319326.154822,1173.27137626,808005.278845,1315.47424859,1046193.2275,1507405.34582,206680.245276,493012.316552,165453.233203,416857.869296,887171.853073,6618611.34849,418.269422811,538819.590962,158220.942747,287179.624531,93888.2200465,50570.8174427,170262.623303,50313.6268484,259123.634558,41840.1371407,204.211577898,81043.8906508,1649194.83021,141290.181786,101709.086053,1413808.53313,352693.699421,83734.1768462,289450.933148,206079.097489,168791.022007,97473.2709948,101402.043855,7289.61412628,6167.99037894,6762.73543846,0,0,7393.38735435,0,0,0,0,0,0,0,0,0,2957.35494174,0,0,0,4170.62876399
"TCGA-A2-A0EM-01A-11R-A034-07",5418581.79956,151574.645694,129.036591196,485278.689456,107584.992288,728295.327973,68673.8758383,279.747110011,236152.795085,73025.3066194,233615.621157,147201.376828,233447.638707,78409.6753211,147295.302159,393998.532646,400382.888763,727908.699839,5192.95545152,1174029.05454,657364.081256,185742.95092,429505.842172,70555.9020279,315988.519584,428488.267229,2719655.25403,201.649917776,531549.393418,108277.746754,423315.198248,77479.0910175,304158.321698,226604.056232,150450.740504,200519.530689,3386.04187971,25873.0515687,2801.83522592,1895748.02331,348376.245165,103898.260149,1219059.06761,434689.085807,182630.010633,289024.531333,272436.987936,266647.621503,164434.267272,131776.377259,11029.6893982,16700.8266946,8694.26878615,0,4326.43375311,0,0,0,0,0,4428.23219436,0,0,0,0,0,0,3360.71193322,0,0
"TCGA-E9-A5FK-01A-11R-A27Q-07",5183580.37867,156168.397606,972.257412539,185089.668697,42547.3072873,998427.496871,49144.9797379,2459.12598868,167280.937246,75644.3930186,40743.7561225,362054.737788,268735.631723,74633.5492731,130700.542217,213780.025349,26594.59486,1087598.72136,17674.8719449,709054.500013,317549.073827,179363.017748,245748.011516,113557.81574,99137.7279239,479602.782868,3921755.15398,24188.5310019,711752.818414,249839.889603,133858.193662,38049.5844387,103898.998404,124638.602718,621222.393505,309635.937547,3585.60402051,22966.3313582,11498.8148136,575558.41612,269293.755123,90531.1683776,740966.597091,212795.706752,353450.547494,91901.6558382,70169.639778,96687.3241965,122204.852224,50194.6258671,1536.41091338,58528.5669522,1029.42826584,0,0,0,0,10128.8388299,0,0,13346.2346935,0,0,0,0,0,0,0,0,7271.98685225
"TCGA-E9-A2JS-01A-11R-A180-07",3716729.22445,194051.180038,0,211235.685927,85252.0603086,1215566.06887,72271.6394701,2582.41186422,288370.598996,163383.011173,284403.216404,163031.847924,166978.933643,176190.588887,46400.2217644,116511.208882,12949.469832,815523.871112,2810.12358593,572354.739997,503936.177996,127211.76606,71121.7920338,60524.7683811,256917.054892,438564.500014,7062913.04408,37.2295635199,1576713.02773,101161.654237,753185.280897,14567.7157239,178096.877717,160113.617266,226044.414201,191219.231191,3210.21483602,763.416388674,3962.20671141,2663006.72899,325134.35619,19277.1505371,369025.481573,116612.199811,138966.538027,229516.14011,84518.152621,274064.701135,660276.36335,86665.4871867,10267.3287268,27696.6920021,11981.5005631,0,0,3948.44904921,0,0,0,0,4087.80607448,0,0,0,0,3158.75923937,0,0,0,0
"TCGA-LL-A50Y-01A-11R-A266-07",5587338.14069,236247.638186,0,298038.920771,39110.4834874,1020865.90719,22212.8083512,433.932643131,177254.884478,61688.6515468,124224.759858,139007.371107,195168.949569,123175.360073,44711.0798904,137627.068492,4492.28273206,819374.822007,4166.43461941,1035855.19728,365327.625697,101120.468142,69449.379529,53244.3917582,147875.072387,355509.734301,1725640.27828,3816.05471459,885824.817684,91843.0935706,128021.108294,28742.7264221,127200.999039,104887.073647,557894.657383,410139.895059,1845.40063879,3573.50886409,2959.04401056,667305.320704,457018.607905,177917.423896,1110019.42534,240831.479725,321017.961431,114431.446652,81978.5148938,136533.390028,56846.7552733,80006.1558945,862.629457768,22441.5321369,866.970358356,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-Z7-A8R6-01A-11R-A41B-07",5496469.68144,158739.909984,390.00905991,273517.714418,54443.4505042,1321667.26227,54023.6737425,1691.05377593,480294.790364,124460.74896,285914.017669,177684.025315,219705.710124,256698.092685,39416.3071397,235311.140413,24892.2180635,1209200.18833,4871.03132723,870107.653933,411027.885394,127946.46799,254184.433031,81217.3077307,219014.433694,540409.005692,3915820.55699,81.2640756998,654789.746983,119635.040321,305228.861478,10154.8991388,146732.906093,99166.0597314,245603.288738,574441.650201,1383.00076314,1249.77950319,6786.77944973,807246.119329,188301.75356,198677.905804,1185021.3067,212678.147311,304260.5434,72428.2441374,102908.202467,167975.339367,73571.2337123,88217.275826,12139.4841672,31352.9287671,4504.82664019,0,0,0,0,0,0,0,0,0,0,0,3447.44372048,24132.1060434,0,0,0,9723.55921161
"TCGA-OK-A5Q2-01A-11R-A27Q-07",4651126.84605,174906.972844,920.846410449,177968.456194,61349.9191205,787526.691135,111677.002828,1140.77994554,300528.321896,93697.7638957,255540.77578,329448.15555,225844.680257,118292.661816,97467.7791729,223101.064037,31739.136773,965612.535917,23640.8259356,793119.161143,457939.842928,198154.667956,248379.080784,151627.667078,207210.467559,1081379.64975,2187701.23764,29109.6899991,504907.702872,121664.525941,328660.561215,38715.5086855,181072.719327,134714.72136,257612.74406,424627.378115,23417.5038658,3854.16049399,14828.9649066,902268.455863,254356.356323,197895.117475,1014609.0354,268598.708288,177851.442055,94108.4730898,139798.74714,148287.23554,124236.691578,117664.880082,5291.52224433,21579.5455209,7280.80073107,0,0,0,0,0,0,0,0,0,0,0,0,3488.45321984,0,0,0,9839.22703032
"TCGA-A2-A3XY-01A-11R-A239-07",4877335.23234,231474.85152,460.776832878,217932.83816,84455.2612205,727556.488909,306665.113932,299.684731662,315605.008847,192465.961748,243885.985135,416301.028467,349747.330826,127572.251311,157099.161213,400283.82306,11375.7701267,897425.440674,13172.2987835,645554.714442,226794.942752,128130.741708,155502.029404,549878.107179,293820.851666,602020.049402,2797229.80641,9792.97647727,437405.794909,300993.712519,358576.636726,46172.2815069,169682.962157,834639.076114,520744.009105,501512.096774,5490.06690039,3543.72962355,169873.399614,711947.109111,157413.961641,632627.752456,1238631.05104,517054.692517,389321.468298,122633.254199,119671.20543,128352.311081,88565.8570425,157440.508969,42497.080808,18445.860014,3193.34081994,0,0,0,0,2400.15360983,0,0,0,0,0,0,0,4887.58553275,0,0,0,31017.369727
"TCGA-D8-A27H-01A-11R-A16F-07",3187356.3921,172724.827081,473.056267234,505303.644861,136034.694715,565878.918663,128851.180359,598.24946864,287010.688595,117814.279636,300309.413739,405713.130073,657137.153976,83917.2735888,122056.65765,330008.395979,2156.62018632,647312.785975,2954.12611411,706578.977578,336938.284339,178142.670011,200231.513007,301365.414731,461316.475399,327936.790092,1651524.38873,776.22435878,710805.743882,329849.330443,1115403.59045,145940.73747,233022.559696,485147.833442,168069.643859,255100.882867,7800.33900022,595.533445023,8905.78620677,1052012.74399,408402.173134,80139.3387397,2155079.11104,937342.641556,136098.435793,243196.687866,165021.614553,101959.539846,97915.1802118,132266.905543,23021.0718199,39200.8390581,4211.88664134,0,0,19600.9251637,0,0,0,0,12175.6335134,0,2851.04366017,0,0,6272.29605237,0,3080.14538286,0,8845.54571489
"TCGA-AR-A0TR-01A-11R-A084-07",4316470.64131,69449.7188242,0,95609.9789822,136462.75803,719944.028786,41941.5207676,361.162443581,219835.619746,78446.4117498,196445.474232,58567.1000584,118810.748911,92976.2953324,57701.1541573,272005.319568,29233.759503,885615.696675,762.899821058,941208.548047,333809.915695,202582.426888,269858.759096,77436.2692716,731952.529222,138179.02853,5553624.72764,10153.1226003,540894.49135,70029.3892499,558752.325686,252685.657563,189950.644381,119481.544513,66937.6797167,225628.306498,0,9288.76137204,2355.06627745,1077130.34934,348097.426149,44225.0272178,651529.989135,660331.302093,181209.769962,312653.75294,222310.601898,302700.03016,247751.184861,140792.394961,430.780262058,2105.98744736,16211.4981879,0,0,0,0,0,0,0,10290.5802601,0,2409.64000581,0,0,2650.60400639,0,0,0,0
