"","RHOA","BCR","FOXL2","RUNX1","CBL","CDKN1B","MAP3K8","DMBT1","DNMT1","DNMT3A","ECT2","ETS2","ETV6","EZH2","FOXO1","FOXO3","FLT3","FUS","GLI1","HDAC1","IDH1","FOXO4","MXI1","NOTCH1","NOTCH2","NOTCH3","NPM1","PAX5","PHB","PML","PTPN11","RARB","RB1","SKIL","SPI1","TCF3","WT1","ZBTB16","NR4A3","NCOA4","SPOP","KLF4","LITAF","YAP1","RASSF1","ARHGEF12","SIRT1","SUZ12","WHSC1L1","WDR11","SALL4","HOPX","LHX4","MIR106A","MIR107","MIR125B1","MIR146A","MIR150","MIR155","MIR17","MIR194-1","MIR194-2","MIR196A2","MIR20A","MIR203A","MIR210","MIR214","MIR222","MIR223","MIR27A"
"TCGA-E2-A1LH-01A-11R-A14D-07",4066338.33016,180644.745878,1119.63409238,430632.774599,84960.8671706,633791.561437,345552.784973,910.248786923,221460.017465,90683.7247168,131850.505136,637557.663719,626651.288898,173879.459284,83180.8555889,302972.789633,9227.02058377,748763.057127,4078.58144607,893548.030035,753539.653943,211288.627905,98361.99367,202883.675343,209079.390355,370264.090863,5450539.77493,21433.7109888,580352.6174,301064.516587,280917.530106,35778.1693868,141883.720137,200188.762895,857929.499229,494058.937914,6749.5179926,128.137658799,17198.8581769,661961.972617,135911.557665,80555.8981785,868935.90448,282452.685285,199966.557699,106728.945516,74993.2194378,103511.4288,55781.9220213,71274.57148,10052.8584323,37702.1220108,5657.92984632,0,0,0,0,7290.11751669,0,0,19211.6038087,0,0,0,0,0,0,0,0,10467.8610496
"TCGA-C8-A3M8-01A-11R-A213-07",3625964.48066,194671.494349,667.0073645,488619.243455,43492.8030048,1251028.93842,29408.3644914,103.289296716,267963.856885,112938.029419,458096.821515,166347.468558,185431.953078,86483.3606659,61655.3915386,331266.633812,251686.785152,656022.838028,6016.55239515,668121.616159,813306.923525,176189.156356,61780.4066427,180415.278667,218470.803291,1069879.5185,2258247.00173,9470.54282583,913082.980725,109186.603886,399446.01994,13157.0224658,156750.406821,5409303.31379,145491.286493,298386.418412,473.051418003,2617.24573883,5502.68248067,551269.334269,256778.389663,116300.558245,607648.115601,194159.892923,110033.473609,135034.951399,139617.034323,277314.675643,165892.504682,96925.2292069,11703.9414101,22801.1289033,16967.8360108,0,0,0,0,0,0,0,9810.05285166,0,6891.35944125,0,0,2526.83179512,0,0,0,0
"TCGA-PL-A8LY-01A-11R-A41B-07",4800110.74727,163426.536284,1007.69536644,280053.424183,65993.3499009,771722.578909,46528.32571,16093.592762,201764.4366,94639.445721,74515.1782714,237202.848737,591379.421375,77743.898079,87510.6517662,217003.627615,27988.0058673,781413.339357,2517.12906328,800763.915127,725615.755388,252415.557189,419702.298486,123706.702654,169047.961902,391383.945899,4870820.96277,251.961631535,937283.926109,149236.698182,279407.162706,129599.65474,138657.673644,58849.3835017,186397.050153,344418.144126,0,3229.14809907,3445.02860957,1044768.5259,253584.927914,46754.8067074,1412793.68333,458751.747048,281733.621101,117847.702032,114968.497986,124456.211214,96092.8708109,108659.46498,1881.94119629,12056.5493109,1260.94096653,0,0,0,0,10498.026371,0,0,0,0,0,0,0,0,0,0,0,30148.1782963
"TCGA-E2-A15L-01A-11R-A12D-07",5738193.60322,131411.8078,907.52604543,719096.303066,63958.9369771,787772.156327,55503.3705433,286.925156721,242809.028875,65795.9214237,397220.407922,280136.453098,215755.8353,97545.0265794,162122.066812,299920.344105,1113.89602799,488846.002278,787.123416544,739550.972238,378569.583136,107998.265116,138123.193822,51210.1538783,478006.954003,638423.754154,3131424.9319,0,437300.33946,86145.0205276,442769.793006,25509.4414471,282684.102179,224006.221148,107956.506483,217538.489672,402.269249107,47621.0655237,14202.678405,1802991.18875,268511.583809,256115.804859,815299.137027,622552.362724,153818.149212,296614.641837,177923.238084,227596.273021,176735.23803,134323.014146,25504.5043562,61162.0377433,4313.08827931,0,0,0,0,0,0,0,0,0,0,0,0,3008.24258468,0,0,0,0
"TCGA-A8-A0AB-01A-11R-A034-07",6905018.49099,144305.890168,178.842106899,266652.944058,119579.713481,1009031.42981,34841.6060568,1098.55087811,407504.483708,105096.006167,373213.06841,141064.290334,235734.094043,137803.993287,80932.147114,720024.449007,215935.632617,1189068.62749,3474.57372099,463564.133872,372946.025663,344610.061967,510755.064397,89763.1704352,445621.848385,769362.180898,3067132.88286,55.896541929,778309.945353,55313.0927909,765820.256319,29421.3648321,146001.735805,233724.720847,53454.1683299,460504.865032,14269.2129602,2619.87407821,1817.70880078,948850.678397,420248.719047,64586.5370041,1125277.24044,539124.317602,121532.316415,282410.528092,194584.908336,356261.207554,258720.552644,140084.51224,8928.07894477,15913.5681294,21518.0013951,3220.2618878,0,0,0,0,0,0,24549.7612152,0,2155.7125034,0,0,0,0,2328.939401,0,10032.3543428
"TCGA-E2-A3DX-01A-21R-A213-07",4590697.447,185068.642032,225.705185523,964470.061389,99403.3394942,596314.706023,158881.971881,611.651826617,224210.130595,73561.319563,110867.749815,538956.254938,220732.461636,60349.2591437,401475.943854,646145.551523,94823.4752768,607257.057981,21611.9694604,509527.548389,273895.84821,228724.246109,177850.321591,126545.290253,590110.740727,779594.684704,2365479.9365,50226.9369585,348232.285859,133814.313212,467906.723002,60994.2775124,240503.144104,221321.945575,282095.537071,381006.111691,4802.20296259,330585.890259,19916.2127017,1596241.49248,215573.675967,425366.250305,660138.579007,463042.505064,269752.505428,329528.243676,173167.05896,155771.156032,174221.732076,137848.926583,15401.6972387,34265.0777196,7658.13114091,0,0,14963.2278675,0,2939.20547398,0,0,3872.83544806,0,0,0,0,2992.6455735,0,0,0,46424.3736402
"TCGA-A2-A1FX-01A-11R-A13Q-07",4719538.48406,129937.71162,91.2781637919,130462.172804,49350.1184504,295905.817649,250213.395833,32.9813456932,315210.15809,67295.5932351,229217.545644,290885.133184,158513.130279,156563.709786,44903.3274316,172390.332923,6081.88226958,636399.790735,11653.5552559,590901.504227,313915.330533,148230.309503,118709.520592,130515.126469,281295.253649,476680.203831,3388812.87633,370.873165022,487631.66237,103625.574546,547131.334013,19517.4539964,395308.918825,354190.053449,317348.102331,203635.127892,906.301398719,2047.49871081,97959.8150116,1738088.38379,223022.713136,58214.4637947,822296.457685,171909.214004,179288.851854,206043.679536,172766.659276,215666.460249,275318.731054,115304.11451,10883.7466209,63671.2344395,7907.36061385,0,0,0,0,0,0,0,0,0,0,0,0,9682.12377385,0,2377.30717661,0,3413.56927924
"TCGA-EW-A6SA-01A-21R-A32P-07",4489719.833,131016.56461,0,423898.960011,45532.4354554,1580311.75446,29753.6398619,82.6900461195,287507.339308,193741.405623,312169.878684,91743.6523998,156062.028523,202761.872088,47789.2969896,166175.891561,116770.264496,1646202.84662,1032.1405388,2062974.36872,760881.768786,189015.19597,506862.054406,41249.3310919,180654.265991,425483.925342,5728990.09895,286.10596478,419266.682483,40426.8185977,440075.999942,13452.2524488,201706.235644,509374.445633,32909.9988965,743480.342211,0,628.584503129,7242.26114177,2247419.21156,164378.000343,39681.222043,408977.45083,175053.396057,270067.756194,110935.763338,277231.870576,106959.985138,241208.051858,148147.45458,1890.39707873,50542.4748799,34638.9367201,0,0,0,0,0,0,0,0,0,0,0,0,3034.34882874,0,0,0,4279.20988669
"TCGA-5L-AAT1-01A-12R-A41B-07",5112213.46158,150566.783646,907.926630752,194938.641235,51513.1358015,836955.363663,67663.0997876,7873.42097927,209076.459712,93348.4287021,89741.6432008,204227.244596,335154.838322,70866.6651504,95101.9423318,177338.967057,22712.2827654,727760.158857,14699.4559731,805286.017712,305364.195188,153921.440008,108458.638431,92480.3222425,181615.385056,419225.408462,2725909.77239,2837.69632691,635768.486884,179811.747632,256160.502347,35579.7381033,162565.914056,121383.171448,581142.377856,361834.845334,94655.4902358,13993.0226079,10765.9430159,1139706.64025,271068.89564,127873.157548,602611.958201,275386.529673,302978.132421,130445.96059,121626.058936,133223.406044,101234.593198,121378.87955,9782.40081963,32907.431651,3058.72857174,0,0,0,0,0,0,0,0,0,14591.8566496,0,0,8025.52115728,0,7882.20827947,0,0
"TCGA-AR-A0TW-01A-11R-A084-07",6354794.75573,186534.110073,254.127474916,137367.567146,39311.3149021,773858.074772,24599.8712572,0,154561.505415,41381.4879821,181379.429995,185040.141773,126831.287146,76801.0376091,109898.67508,127548.705892,13011.3389363,314199.337402,1410.63719187,870823.838071,950126.000431,84838.6549428,143205.548394,76417.3791953,603522.159026,254566.855206,5155333.91738,2422.51583114,983107.16718,106827.263653,1076544.42801,29074.1215655,296143.430272,152744.572781,228764.410635,196539.346885,1441.84749687,9481.34374024,46609.4501423,1622696.00883,422523.592305,111426.459246,1383765.45941,220762.143919,84836.7280436,182953.15245,121675.129359,227584.021247,206294.567549,116354.528486,2920.61992348,33464.6518142,1345.35361947,0,0,0,0,0,0,0,4360.52849605,0,0,0,0,3369.49929241,0,0,0,0
"TCGA-AC-A3EH-01A-22R-A22K-07",8432544.28401,255774.269525,513.200544403,215409.684035,66820.1320865,831448.096337,72750.9158301,2271.56241215,423458.921275,53428.9158787,186411.138443,169899.591459,243012.208798,61575.2131297,130289.240827,356074.536589,1799.71866798,769866.956741,12374.157489,822541.140278,442664.765787,309976.218147,270432.653252,87274.8430265,197526.572658,1059091.10032,1764789.38674,40.0998068152,729683.155835,112775.160747,461448.458144,13058.8160979,285071.775722,134224.611686,246546.539594,727882.228963,49863.8026645,1468.34391481,3022.93733724,995771.389313,235403.018415,42447.2181627,855970.864595,442907.8628,280358.370958,223087.876043,94488.0180312,151312.618386,191591.639695,118660.89727,7003.96793215,12067.9574683,5989.5058917,0,0,0,0,0,0,0,4402.95878831,0,0,0,0,0,0,0,0,0
"TCGA-BH-A1F8-01A-11R-A13Q-07",5713220.92776,57330.8716255,100.327176957,184510.935529,59551.9107982,842773.805445,115728.91704,36.2510064639,106892.339159,43484.252419,524478.790221,173618.243036,214020.316212,160306.255491,79471.451392,450788.561592,2110.99573347,450237.500281,974.586406413,548902.339322,873003.932578,96277.9406607,138672.563713,28169.4646558,331996.569514,225176.263979,4622073.72383,313.569458034,574633.499577,175749.854291,853951.745995,22560.5888361,371593.730071,565414.871611,55588.7720865,87170.5712921,6474.96915673,1515.6300033,3615.30587017,5232407.68024,352882.462113,39511.140022,1480275.90483,428569.463022,42511.5641387,471240.219931,175618.347314,468863.867618,781371.063873,133081.181222,14484.9863117,15400.8751547,2993.65967024,0,0,0,0,0,0,0,0,0,2418.63119986,0,0,0,0,0,0,0
"TCGA-BH-A0GZ-01A-11R-A056-07",6615065.17432,92854.0277963,673.843663216,231438.461822,52976.1018204,204881.314807,111353.179945,2191.30653913,177327.555849,82622.3288786,121621.398217,320934.249117,229551.748986,77154.8759165,79997.3954336,251969.245623,11106.4309189,1010804.55063,4909.32936223,492888.456552,280621.84385,89241.8646988,128103.3189,85746.4015359,161538.699982,560345.120703,3519649.60115,52.6519330762,710085.233274,130022.931635,384494.895644,47053.2253059,172535.818508,276831.117232,153191.550002,280858.011121,4898.47316981,231.35616356,4358.3192142,1198323.28707,319641.385472,82325.3624565,757591.943363,279183.538396,177987.579562,186802.260233,199108.439056,173907.887364,122205.747697,63709.300583,53121.1070487,55395.8505719,2918.72920152,0,0,5584.09649319,0,0,0,0,0,0,4061.16108595,0,0,13401.8315836,0,4387.5043875,0,0
"TCGA-BH-A0E2-01A-11R-A056-07",7672170.08025,166973.076247,417.646250146,275507.989041,61312.1816342,904207.004029,41838.3500353,2364.21335516,214362.849853,53447.300185,371604.251073,231016.940727,184592.204624,98694.0327828,170794.580906,240046.757574,12595.7650402,756025.789942,5505.99622308,391335.59025,383124.542357,126174.603385,461182.993436,93014.6529933,349711.272515,819229.035922,6031644.99891,1740.45374717,700661.035914,144860.752001,356345.758127,31305.3937271,403853.227164,230233.246839,163888.977485,297355.062784,54106.0226273,2549.22392064,16915.1141047,3103776.55517,267523.829225,148163.97368,473586.003491,348041.460536,134849.238717,173375.921564,226111.960667,125480.806879,410484.569886,107209.320953,11099.76413,111566.441286,2613.02812272,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7251.63161711,0,0
"TCGA-AN-A0XN-01A-21R-A109-07",5963962.09575,87411.3836908,719.827745221,426479.693762,129070.215983,498416.88679,64286.6045521,0,199127.824416,43278.6999795,197602.140976,262410.071429,217393.320535,44228.2176028,218519.406809,284053.341927,1767.03086435,369950.35253,1872.98186204,426649.923869,225384.874974,98834.469016,450985.519582,148819.960258,727673.263646,1036513.50586,2988752.58148,224.979913512,496895.939076,172448.223541,696536.003325,32373.5567677,249660.800829,409249.15226,435627.035262,351913.247686,146006.548598,5354.79204459,12387.5868066,1221029.03354,229473.666889,106306.744453,771425.310967,929223.904191,127706.002538,203894.976986,174516.74836,240698.490663,565650.182791,103078.376622,32186.3239146,63644.8239662,4936.68698936,0,0,0,0,0,0,0,0,0,8676.60137524,0,0,0,0,4686.91413573,0,6729.92798977
"TCGA-B6-A0RL-01A-11R-A084-07",4597674.99474,92162.1168114,110.666762541,123061.020699,52821.7042581,2611229.54454,48588.0868958,39.9869870348,164867.617037,137908.049036,295752.263979,125472.795245,152715.424081,201027.618061,29331.6626507,258218.509072,26545.4945048,1211678.35102,230.362711464,969177.953939,114807.518511,156209.843482,97468.1116449,128929.937067,143311.086624,159964.187266,4043282.50179,242.119856887,760019.764215,84599.6031432,471071.724858,2008.31586844,157456.666155,239643.015287,75515.9178466,175902.289013,313.945972606,5015.48645431,2198.4546551,2122553.77804,292506.771904,75785.1978407,837149.748176,140180.44207,224822.247445,111934.931809,128530.143431,258715.445762,917055.205525,88292.2857736,11367.2832616,4788.30373122,13581.5560658,0,0,0,0,0,0,0,0,0,0,0,2934.68133029,29346.8133029,0,0,0,0
"TCGA-B6-A0WV-01A-11R-A109-07",7604476.516,170322.876061,637.208110895,211635.014606,78183.6427984,1024751.4081,30841.2884071,0,323988.548546,80449.8697957,398517.878546,64823.1672539,181210.345869,192265.323269,64612.748927,297672.210536,28714.5447996,649418.844471,2431.74317962,652058.492731,739498.200321,159073.727168,374309.177161,53993.6486914,404870.189342,463101.10147,3900286.67653,49.7893512129,765917.425239,57970.7718638,814791.139281,19607.9811522,230496.528692,254853.684845,30095.5331042,258327.626688,903.834699479,72.9259282596,3753.38687969,2811230.06495,272619.477689,46354.1036971,813197.026022,282087.405469,153296.518617,275794.26616,227798.294259,176234.979215,197457.192524,168644.66462,4920.31830569,18520.2322449,8816.80608976,0,0,0,0,0,0,0,0,0,3840.36375926,0,0,4224.40013518,0,0,0,0
"TCGA-AN-A0AR-01A-11R-A00Z-07",3231551.57669,375467.9847,0,145891.804232,146818.262143,732650.143687,38196.7421276,28826.1804344,414174.057843,235481.137386,212204.85509,189392.866822,607300.95761,238733.724756,66467.9664705,464238.650058,536.302782249,840308.48909,2210.67561784,499602.737966,726170.893477,187437.381571,833546.494223,281218.488027,259984.124863,1384416.05929,3412732.63335,159.325923881,1329688.82879,192291.142947,370737.606832,91101.6970456,139503.127823,95683.5858941,158293.520387,545025.435336,26211.2062849,466.725940861,17486.3671101,1093915.61274,203761.755486,13106.1465795,739159.821914,441774.561532,121224.111183,190672.014887,211645.138656,148937.366245,112386.99148,148431.317327,3112.38739337,8918.48077036,4048.06401339,0,0,8448.80027036,0,0,0,0,0,0,3072.2910074,0,0,13518.0804326,0,0,0,0
"TCGA-A2-A04P-01A-31R-A034-07",3092259.25306,181250.220521,186.618379783,182946.620622,52513.6144869,452960.383686,240966.150303,6001.30774565,170100.424267,143881.047465,177990.495228,555501.91535,417488.184569,197064.758345,81687.6595521,206437.391903,7067.98604151,1201437.53232,5179.50346172,837221.709633,538023.911738,97123.5786201,157389.898853,66833.5761308,195503.908977,484041.690749,5773007.98801,24205.7015684,488908.014659,322568.033792,239346.661425,136054.642136,85683.1261511,306389.394058,308096.842915,389919.920924,1455.87745006,1537.75653623,96044.2693385,720660.797908,185749.902304,188646.037697,698208.32643,346972.682797,204562.119559,99865.8313597,87199.0064337,100857.756556,112677.870066,69571.5282966,3485.22806193,73724.2492607,3412.95181083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-A8-A08A-01A-11R-A32Y-07",5702532.1613,171267.122119,2606.23748863,320370.596974,51986.7203437,972814.440818,41379.3216288,1695.07129417,265105.966526,75359.8448403,140393.378306,149731.605064,189388.279216,59178.3050316,91841.0104552,279489.671159,284335.778802,860195.108109,1537.11597079,480257.261355,357494.521386,209082.397073,267577.232346,105841.032233,466531.151552,574873.441958,2889029.16644,162.914277389,749543.03675,146347.750802,364145.580643,37528.7271482,197854.510911,734741.852319,422926.842062,293342.402857,3511.92560984,32034.5729997,3371.35022366,1713660.66607,243026.396575,121443.009946,912437.615477,225922.499768,247289.408518,148300.279577,152181.534195,177489.848511,132862.465367,118767.687728,15070.0019139,10394.0905967,8466.61682756,0,0,0,0,0,0,0,0,0,0,0,0,3455.63397925,0,3393.92622962,0,0
"TCGA-D8-A146-01A-31R-A115-07",5703470.00108,140352.670474,356.236193621,410278.532573,102992.632356,819926.960699,164004.014203,3389.57583577,203740.652929,72388.3009901,151994.130872,263083.207037,272600.092286,96821.0374956,118738.531852,275363.610739,112683.95781,814396.297965,8404.08972668,406164.363626,669795.804359,154147.786326,253150.109895,135221.550185,491557.463968,711381.266953,2502027.79078,15105.1958125,393671.438316,112230.837898,422627.567081,109338.880166,229479.071278,961603.772065,214792.633031,290264.434033,10274.3495558,17014.6016811,18597.2331925,1674157.42073,260925.367527,275760.013246,805300.029709,594777.271289,232299.593871,287164.67577,194995.911707,113061.670353,168125.724521,131974.196216,21323.5856684,95072.5310037,12287.0433928,0,0,3936.14006361,0,0,0,0,8150.12530818,0,5725.29463798,0,0,0,0,3092.68147855,0,17763.0936204
"TCGA-EW-A1J6-01A-11R-A13Q-07",2946029.51179,65996.9485634,158.272374728,72628.5647137,53356.0126589,444763.728303,102182.552656,114.376444217,139833.206838,71671.8672941,289148.518063,297203.693042,330713.337183,165702.671213,92320.2135346,178728.541064,54615.7283973,658690.54421,5710.60582499,487543.013876,193923.419906,59735.8603477,413979.209044,52055.8801649,162758.592192,170144.55505,6142352.94004,4204.74059273,381445.784176,185336.075476,439045.2373,15235.3321839,474926.983531,529194.321816,307489.488902,173282.062497,112.24909241,724.545695358,22228.520303,829191.338108,425715.749529,85673.9740636,782302.12519,167777.163768,104545.628902,151402.605237,119300.436847,238138.858437,165759.409359,85204.4877885,14892.9199059,17745.4913054,4875.02938348,0,0,0,0,0,0,0,5431.53549508,0,0,0,0,0,0,0,0,5918.98098823
"TCGA-AN-A0XW-01A-11R-A109-07",6042523.43579,99066.2418939,820.711334451,334389.402121,69742.7821636,974014.625478,62603.8347619,444.818833629,273998.547934,67020.4687947,405024.899109,216129.968875,227501.916587,136765.560667,127919.746323,196064.688686,36264.2324221,481728.674521,11484.1345732,608924.320539,884127.322025,115406.29135,103323.198407,130402.738094,271423.322199,629297.524764,2921015.12155,1325.30561521,1588108.93558,188231.32577,431112.042649,56769.0862106,278247.4839,327528.6469,480577.194038,375246.095288,14260.4830011,2504.72375245,18326.0568882,1271936.60859,544344.467984,228889.378085,1026524.5976,315792.475609,183521.646603,188792.074886,118359.342251,118597.655853,139593.31935,95323.1942751,22008.5098753,43847.5589692,8163.06042352,0,0,0,0,0,0,0,4694.14698548,0,0,0,0,0,0,7125.04453153,0,10230.8331735
"TCGA-C8-A130-01A-31R-A115-07",3612294.98041,177122.318223,536.281523131,234388.822983,53929.5855626,334041.624007,37359.8043476,726.650503053,357907.491952,189164.584902,322524.598812,259417.170983,203805.530719,184212.169523,70059.8375621,187817.236,36860.9410655,845375.825043,4186.19137332,628220.109142,579956.405105,122192.258457,300761.479169,101768.741519,200312.661836,899025.322498,2300832.55382,963.775411667,1172027.13005,144883.43187,365145.243061,30888.9163692,155380.96452,184586.091446,190721.629024,330748.409938,37938.7884747,8162.91258613,7618.50585863,954841.52785,264747.457039,49486.6270139,401130.895426,207095.254873,119990.260614,187112.30206,116010.207867,174186.483117,76155.0880676,115300.465615,14445.3324579,42926.8526935,6646.02870426,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"TCGA-D8-A1XZ-01A-11R-A14M-07",4901061.26416,145394.297243,99.3747267661,100043.91416,74308.3988812,879940.438767,27933.0738844,35.9068596528,319378.573867,123112.926628,181389.99533,94943.0897399,155652.186605,210451.827509,130147.425132,268663.801839,3484.92519808,732343.735268,1861.71600984,1219630.00863,324813.482842,228822.978873,471087.952206,45505.8498929,250234.610041,346067.725624,3191211.51465,683.303730364,2417194.89306,63874.8820002,669126.469875,20464.6081558,253224.539507,172837.959626,199088.403482,147607.950233,27838.8161441,318.445157853,6519.227601,931384.132866,878260.907099,69161.469274,1226072.69187,397935.0289,180237.908924,214960.145187,148664.198198,178034.475263,188176.176767,129891.873642,10992.5919745,75562.950289,2247.84287492,0,0,0,0,0,0,0,0,0,0,0,0,5270.47414503,0,0,0,22298.1598444
"TCGA-S3-AA0Z-01A-11R-A41B-07",3943446.2342,104553.922819,1448.01674197,588237.501044,97046.3493794,931499.185267,49166.990944,523.208824021,480121.834958,204838.703065,778740.674043,154737.159401,996961.454124,169845.073582,60148.8238179,215770.326278,5331.88035362,1423803.50957,4186.35509468,751850.783066,579689.138996,202288.856028,279405.862572,714380.378694,479679.960882,11360011.1869,1801137.76589,2149.72227285,378309.936813,228485.380259,519077.729135,19898.7411142,446419.172197,373744.915002,296527.968814,478253.116953,6247.30798792,276.199573415,25811.0207372,868538.03174,213013.873211,147279.24443,676569.654119,232516.066474,201368.522268,77785.4144891,80823.6056903,253010.385415,166393.836163,139307.897965,1560.15692058,13665.4984708,20558.3257996,0,0,0,0,0,0,0,0,0,2908.99782116,0,12799.5904131,9599.69280983,0,0,0,148918.311537
"TCGA-C8-A1HJ-01A-11R-A13Q-07",4630138.0255,131142.406966,2428.53423297,233572.084411,83476.0612043,638848.349215,42000.5924838,1403.99541337,302098.341453,122320.410226,588790.307897,409008.556053,509649.962968,238823.758914,101000.214511,244560.206969,7068.70463667,739886.501996,4718.19605166,478614.736119,753044.406343,93816.701022,86416.9157576,194559.992199,234497.388205,690606.628131,6108499.16645,4478.28165752,1157938.75826,205407.33264,758526.320362,34203.4117616,197627.218826,491795.112012,52899.1449127,409662.25002,4133.64513935,277.936062365,88746.7718853,603158.894921,159390.773045,90897.8991768,1109995.38348,479263.728495,74918.0391603,110031.274514,121102.586908,210616.662242,194657.671076,61642.9306929,17269.62328,8588.92337948,18116.2403139,0,0,8050.03904269,0,0,0,0,0,0,0,0,0,0,0,3162.5153382,0,0
"TCGA-E2-A1L6-01A-11R-A13Q-07",4992505.34347,148697.8355,626.532982628,623926.230214,98964.9330711,773580.749141,77143.7656122,1848.80132966,180502.227158,81724.8944925,181851.245681,305129.766327,313812.777893,94707.3925519,111125.595878,322786.260067,102534.078483,613345.934779,10361.0184577,728102.600594,642878.402234,173375.144844,268103.055509,86138.7518328,488004.429852,391725.14118,3431756.83224,3524.77668337,385947.663814,99102.5157768,421197.126351,68631.6860383,287268.537869,228664.867252,231578.026852,229201.067701,5184.04124008,16491.966548,9069.48003224,1190693.37036,260055.362621,194214.408545,724597.549479,569769.33655,161934.761463,252838.513912,214578.299762,208013.463975,227810.513099,166198.814988,5625.45158313,28798.0650215,12061.3543001,0,0,3461.35740592,0,0,0,0,3583.52296142,0,2517.35084067,0,0,0,0,0,0,19525.6058796
"TCGA-D8-A27L-01A-11R-A16F-07",4374737.86537,103294.990035,441.804193133,413781.279952,129784.777418,911885.269154,81955.5979959,319.27234767,264957.948385,96494.88754,152568.0275,196382.531126,344745.538183,75124.4162646,141005.453826,331557.927759,10411.5794984,667093.294059,38012.395597,581251.308803,372618.929214,151418.870526,157715.044134,154283.909002,547293.893907,582335.061804,2395082.09272,2375.05375544,366811.534389,108153.799121,446491.548695,34510.5599961,267817.848892,271096.378174,237442.613493,302133.886814,6642.68126064,7240.58276255,12940.4965963,1388265.75166,233226.092962,203226.185761,1036342.80254,662343.401166,168379.86708,328248.143387,167301.530383,162239.474815,217105.679971,155500.611451,27228.3021254,35538.9162062,8207.46960746,0,0,11715.8439215,0,2301.32648459,0,0,12129.3442952,0,0,0,0,2343.16878431,0,0,0,9913.40639514
"TCGA-C8-A12V-01A-11R-A115-07",3628540.89581,169556.500352,0,129235.241894,80216.23491,438205.257433,61331.9464599,412.941978413,300876.924578,174172.330416,329488.161776,261362.009395,393916.180167,128551.648205,182861.932303,171951.598971,92279.3888249,593598.090387,4163.13584838,550881.67487,739945.043435,122099.557501,297494.993114,154410.483886,403616.589138,486975.004471,2454213.32747,21252.972807,435602.088784,307898.602491,294782.469419,124438.171939,275802.760902,211996.296946,885584.43462,501491.383423,3849.98366416,1896.5147748,30028.996461,1123451.99397,186017.286937,90653.5170475,1380496.23911,179034.426632,218707.730919,163258.687805,109144.893027,145310.691747,167618.430618,124778.461753,2873.15490545,46169.7347526,3643.8927438,0,4789.77096513,0,0,3720.62566041,0,0,4902.47145842,0,0,0,0,0,0,3720.62566041,0,0
"TCGA-B6-A0RV-01A-11R-A084-07",5039394.06707,142858.542012,286.876957039,373463.335792,76237.119704,1090604.90095,184630.257286,1399.36468843,226332.66759,98963.3734571,285940.159527,281641.405748,223782.840753,138698.950181,101668.383941,255240.421846,12374.2330239,440667.193731,8260.71205347,1056319.06854,725947.183376,292656.400023,219240.686131,92490.640828,355588.77693,452839.567319,3931720.90258,6097.04979003,566020.04618,96990.998085,374093.02626,57606.359561,299310.020205,181246.498464,145604.267823,439674.631139,86672.8314244,7157.3594728,22265.7228474,1328880.14024,237798.55983,271926.504372,559974.862322,521882.792023,157571.199575,168313.857595,207504.167092,131779.671037,1122398.92813,136098.126556,2575.78208471,33675.7211542,3589.72482688,0,0,0,0,0,0,0,4922.47108048,0,0,0,0,0,0,3735.80394501,0,5364.23130565
"TCGA-E2-A1IU-01A-11R-A14D-07",6640439.49314,158893.136389,143.859825288,305824.059499,50766.6328893,1354459.49781,66774.0100636,103.961132259,195426.053643,63225.1604718,149418.690325,316259.029204,247987.437518,46956.5214163,77847.3517421,295665.944876,26536.44771,631968.420025,4791.31239237,610980.990867,1013142.67739,159358.165207,148199.008588,82653.614248,407926.973805,309525.164543,2604985.41787,14478.0663814,524494.218974,78211.950806,455568.759752,107605.592812,308760.240225,139232.611535,140352.955231,152740.353822,306.08250209,19757.020262,8905.86645374,1716621.27863,357877.178604,142096.982165,1592721.16889,323594.009025,151197.691951,226292.849222,199814.975206,186712.804108,177325.863251,141686.768001,5063.36281898,10013.3155446,4431.10098389,0,0,4768.62625415,0,0,0,0,4936.93071018,0,0,0,0,0,0,0,0,0
"TCGA-A8-A06T-01A-11R-A00Z-07",4872994.64638,87156.1972542,0,92407.6241003,65797.2561123,563521.191839,39858.9699883,339.299292165,226688.402879,42659.8459528,221713.317682,118269.853326,127182.347206,113394.813877,59063.3534954,71024.5395372,5334.74917137,678570.874173,10815.9155285,455213.947531,209049.035329,146374.777719,283250.996666,66649.2742742,321938.06782,196179.368885,3308534.17489,1584.85815949,631977.332176,163955.91605,622419.627819,21116.0808198,89159.3398732,2327619.93241,122593.770416,151284.703576,1198.75850575,3481.9871004,8633.09271371,1481323.87135,460376.909713,73064.3145447,594441.718213,430626.38519,279196.812352,212407.491088,241535.0882,261615.814875,285518.071895,170082.394355,4923.88358907,12930.9135296,12518.5316354,0,0,0,0,0,0,0,9667.63477287,0,0,0,0,2490.14835059,0,0,0,0
