"","RHOA","BCR","FOXL2","RUNX1","CBL","CDKN1B","MAP3K8","DMBT1","DNMT1","DNMT3A","ECT2","ETS2","ETV6","EZH2","FOXO1","FOXO3","FLT3","FUS","GLI1","HDAC1","IDH1","FOXO4","MXI1","NOTCH1","NOTCH2","NOTCH3","NPM1","PAX5","PHB","PML","PTPN11","RARB","RB1","SKIL","SPI1","TCF3","WT1","ZBTB16","NR4A3","NCOA4","SPOP","KLF4","LITAF","YAP1","RASSF1","ARHGEF12","SIRT1","SUZ12","WHSC1L1","WDR11","SALL4","HOPX","LHX4","MIR106A","MIR107","MIR125B1","MIR146A","MIR150","MIR155","MIR17","MIR194-1","MIR194-2","MIR196A2","MIR20A","MIR203A","MIR210","MIR214","MIR222","MIR223","MIR27A"
"TCGA-E9-A1N5-11A-41R-A14D-07",3747414.47553,132883.300411,941.807592476,275272.114556,119990.127622,661647.139769,31088.7390865,16249.3891591,275608.680825,98507.9812035,163241.468479,263963.457652,701665.825341,109507.365699,168896.23885,430270.092555,26422.2433013,575739.538105,12089.4804529,504321.56791,455499.277253,189486.318729,390590.525168,173232.637808,528025.443968,810299.185592,3901809.3975,662.307798277,618632.930384,172883.527944,684260.707846,135987.896334,240701.914393,95405.429831,173280.079032,356171.377964,1502.87349412,33952.6292916,25127.3117127,1424476.47964,200876.709497,103050.133796,1298972.76636,712448.685368,241494.183254,248872.685256,186681.589121,196487.108432,134372.577331,179229.278611,2029.48984037,13199.4279421,7705.54309574,0,0,0,0,0,0,0,0,0,0,0,0,6243.75624376,0,0,0,0
"TCGA-BH-A18M-11A-33R-A12D-07",4486497.56862,162176.322059,450.680933823,214547.786165,124373.498125,712270.032185,289139.665898,2876.90338371,148695.079893,69632.7038926,65903.1464409,1126858.3483,229109.051325,32173.0241984,426900.47631,364202.436393,10641.842164,539551.038647,23036.3636818,461985.902464,639264.286355,320236.804883,375623.955239,213428.805615,473130.328095,595602.727756,2320875.65491,1032.96540045,372674.381696,176711.268951,693522.628932,100040.846061,247058.139926,216459.430975,160967.226649,197844.111813,426.172715443,212779.067931,702916.074541,1430017.45328,245412.510062,993073.159024,976017.847183,748217.918921,221426.203679,252451.394802,278275.753362,149595.850245,170061.460022,145005.866146,4100.48254047,13395.6231695,7591.53109036,0,0,19918.7315752,0,0,0,0,0,0,0,0,0,0,0,31300.8639038,0,44944.8302209
"TCGA-BH-A0BJ-11A-23R-A089-07",3786290.67841,167008.095176,138.862972622,281312.736417,115742.463303,574812.333104,188189.637899,6673.28350322,178466.023332,84955.4539902,63569.6708953,458484.04292,696479.849711,46310.8627862,194341.155687,349925.158904,21913.7390013,516974.679851,15705.35596,592314.350783,408924.305353,320219.747129,545740.796202,150627.786604,466001.163074,533386.51388,3829900.92986,217.005941894,471553.61772,138701.454041,532152.188231,116468.02231,203221.08706,120342.627745,72829.1659274,236842.105263,98.4836594066,15892.3136825,73583.7179184,1515983.3789,223229.236935,601450.904826,1431170.26067,705322.245991,188728.918706,282966.685271,219487.162371,155974.424463,152921.218881,147119.047146,1895.14960149,16979.9522276,5747.47451542,0,0,13808.9758343,0,0,0,0,0,0,0,0,0,3682.39355581,0,3616.63652803,0,36351.8338202
"TCGA-BH-A1EU-11A-23R-A137-07",4359377.48813,127854.572375,0,305589.317395,156195.577174,668990.984262,143313.064611,375.590324703,117744.622191,46415.4648257,58779.0866877,382597.426079,430285.406939,22932.156489,324764.131179,403787.98845,11664.8836406,432219.374244,13703.775722,531294.094388,600005.472112,232050.685922,531792.854047,106984.235324,551573.891053,388813.782922,2499852.67028,3638.69878312,312694.44649,131136.431574,777712.01494,100387.887644,256078.019157,235183.772974,102292.614913,168064.377134,884.650821686,90792.9133562,16615.7852265,1766506.28558,262056.798934,422626.879633,1095166.07262,963677.497355,177993.162494,385913.333358,260906.678691,192108.134835,209259.853901,180132.156231,1941.28682528,9542.65869578,9905.35979018,0,0,27564.9153757,0,10829.0738976,0,0,0,0,0,0,0,0,0,0,0,31098.8788854
"TCGA-BH-A18V-11A-52R-A12D-07",5109968.78154,180430.505719,519.421157063,187018.509222,49910.3551873,717239.99152,160449.257922,4629.47322851,76871.202841,60379.1660364,25440.8055826,619579.912289,566584.573652,28927.0413109,213197.193063,205787.966441,12386.42739,633290.013821,18140.4914992,716348.445342,536395.516273,309594.347889,569839.922998,110773.729195,136541.564178,261664.978506,5016861.40401,1352.86216932,725862.05989,165237.745233,184304.451028,65436.6221042,123458.609437,98258.3480656,214811.234628,261579.611909,122.793704121,14742.5288668,121183.325174,858053.444472,212232.038251,722171.15125,1650696.69022,343812.970878,414818.837301,88700.4779809,149151.368664,91490.7436979,105235.41208,86730.5518039,1492.39252908,12833.0903515,749.951253169,0,0,0,0,0,0,0,5941.77064765,0,4173.97111612,0,0,0,0,0,0,64750.0647501
"TCGA-E9-A1RF-11A-32R-A157-07",8705072.19709,134623.014204,0,73319.5162073,205619.350073,620906.753176,181981.787013,0,59725.7399269,33530.8661244,50160.4892252,685577.849264,103763.351151,10324.1797167,911239.652435,407453.322568,2986.54245946,303062.687753,12735.2337766,207941.231312,1127436.04083,241926.968809,318142.29444,141845.631896,765934.12523,407018.917443,1817749.92635,1514.44076057,382109.998242,158066.087309,1544149.46916,40896.3803025,325347.24231,205129.339773,205564.621894,87564.3171533,208.27200699,136519.211802,30661.5053585,3085017.99808,274374.391813,2207694.08898,1204773.89434,1387113.89559,193280.889902,268458.076742,264553.569733,152627.226987,191493.267533,187971.66509,632.816620106,9999.27256673,4240.00708505,0,0,24335.8739986,0,0,0,0,10077.9148794,0,0,0,0,0,0,3824.20877121,0,65894.0588269
"TCGA-AC-A2FF-11A-13R-A17B-07",4756748.67359,135896.396313,3843.46089968,253203.815745,119372.712495,520923.163396,58319.4122314,18832.7993252,216168.101069,95206.376029,112929.772749,367890.45886,486988.987672,57749.4501103,183334.041541,294308.300588,54768.534563,546603.848309,33172.8288774,589469.547098,583966.228889,177618.357567,274457.21545,166725.895321,479331.685094,524569.904201,3894922.1787,6475.09355265,677350.667583,160996.74876,535365.886644,97337.7892739,241267.377579,112619.046766,282435.362018,271064.504987,332.419379491,31627.6380755,6063.15258469,1560310.47463,235645.470575,130035.483993,1369132.34784,603879.211649,186134.833341,231496.452681,157964.24288,152908.781538,142210.265946,160758.361611,1818.04996365,33118.5144452,7940.41906554,0,0,6214.73139931,0,0,0,0,0,0,0,0,0,0,0,0,0,7011.49183512
"TCGA-BH-A0DV-11A-22R-A12P-07",3621791.55618,177839.803777,111.66708914,433195.056155,150408.196025,616238.903238,128538.308667,1331.4982866,171811.136102,44659.5522121,88674.6953695,944164.631574,359710.40849,26147.9527522,610826.260652,979139.341202,11826.3206907,556118.523315,7128.31272838,753385.756357,441026.200075,319496.063706,498674.655265,107214.917776,450334.843495,358569.715648,2991586.08436,209.407199629,481470.228285,105386.443983,648299.726414,168020.729899,305140.285857,200830.949565,56046.8400445,182474.712841,395.979697329,221193.699635,66498.2114096,1680890.36321,296069.76198,709775.458844,1098608.23216,944811.658506,213941.863355,380164.089082,267901.173598,179061.05141,157740.833476,163362.397914,641.680175371,11469.7641472,5696.69811853,0,0,11104.5306485,0,0,0,0,0,0,0,0,0,5922.41634587,0,8724.98836668,0,50112.7536958
"TCGA-BH-A0BC-11A-22R-A089-07",5708756.4628,258019.277329,1574.72652118,387882.493106,92310.2626455,602005.344513,280889.667636,7738.29936419,136641.412233,63628.4495982,57637.7397887,845219.809633,475708.945594,32708.9712175,349787.246354,320073.923988,3202.95360919,633161.010558,20869.50897,588702.271389,420622.796121,357403.71388,456256.825531,162677.904259,378789.659745,519736.744953,3717500.66838,590.611026974,512248.115753,169156.96863,648444.560354,69082.31966,202086.193708,119057.358494,178721.565787,202702.294321,13848.5577565,142735.169167,85409.2858081,1730408.71812,206274.488346,745953.59094,1240874.3221,620148.613873,172988.133663,244731.975759,191167.785866,117380.288068,126672.9961,132671.254323,2940.91132281,23817.5913768,5759.84609691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35334.4404791
"TCGA-E9-A1NG-11A-52R-A14M-07",7091399.80208,153191.292417,626.509128336,176222.477431,131903.942249,534572.814112,112793.08638,1131.87608532,103679.889856,37401.969495,75440.74521,1302734.51701,180234.212454,15862.5474898,575446.1816,309952.956,7909.47061611,361444.451547,11302.4988847,341940.793574,705403.793227,361582.100626,350272.727036,239955.421656,580863.03185,1034185.03396,2091296.39012,832.207252894,387599.552284,162834.298639,1114841.18036,34232.1486528,308834.01366,269479.231385,311138.92248,150214.914786,0,114578.952822,258325.619443,2206003.11187,246487.005186,2832067.69442,1307440.35593,1126965.38627,258151.23215,260173.992879,250577.219835,152898.729801,139353.137235,146799.147768,675.028488312,8662.66244426,2412.17901647,0,0,5191.83842999,0,0,0,0,5375.07978634,0,0,0,0,0,0,0,0,41002.2111907
"TCGA-BH-A18S-11A-43R-A12D-07",4518017.28454,199413.225593,168.378174686,225080.438583,107399.559777,452893.802693,244420.208532,1581.83296477,132065.451517,59617.4025609,65291.3853599,1231799.32061,326698.924657,29760.6375815,345189.108523,291858.323268,8739.06612922,545467.01625,7827.70268376,538254.889159,698609.107241,288824.939884,391797.226651,234394.263579,326484.619388,515523.640262,2330439.75423,2052.41683133,395947.463633,169773.344242,626936.975493,58455.5097772,240444.251806,285594.331587,309556.071904,183215.282804,11344.5460438,41700.7363995,290619.342802,1502617.02688,225101.7731,1343808.1733,1431738.58686,714661.505855,257515.148185,246122.974462,217789.306869,147490.279595,130518.487833,139139.849236,3749.30637832,13430.3800772,4700.08742163,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,88156.767921
"TCGA-BH-A0H9-11A-22R-A466-07",9510950.18053,214809.830338,240.912131877,16966.1293788,80357.0033029,1001486.7303,212910.328063,87.0482706164,67361.5257938,35137.0344343,32076.3616767,1026047.28627,83136.9549724,6993.21782195,431367.412931,215891.842192,1520.7180087,302336.36164,12035.5208338,376993.869328,1240848.62972,445864.196738,305075.185017,334726.485927,239418.617158,970700.785223,2200929.49756,527.074340598,885841.44134,319417.490875,838848.983879,46760.6733613,180099.372477,87774.8585714,133483.369093,172217.701668,170.858421757,135982.308404,18809.4989528,1848419.91883,284070.256445,2699953.15702,1509087.02041,787011.530483,291361.670275,111700.177488,175569.361247,111631.329805,108553.439716,102327.655878,865.231086784,29911.5732318,347.834031687,0,0,0,0,6274.4704347,0,0,0,0,0,0,0,0,0,12548.9408694,0,45047.480044
"TCGA-A7-A13E-11A-61R-A12P-07",6682419.8358,193178.349596,171.752486804,164834.613364,137344.029533,499576.171197,201319.050208,3723.53774811,108577.71075,48307.9303365,66964.2613104,648849.385387,178165.518316,13073.4711351,490138.770054,318471.42024,15660.0770669,253546.088579,21093.566772,352837.898861,1184321.6193,248102.820088,245770.464306,298268.601981,599359.87185,954431.75045,1563864.40593,1664.10180266,420329.977307,190512.968736,1215982.56547,77379.5359179,279290.953442,147686.789668,311885.249474,139588.387301,1461.71263022,85465.972749,56892.3720104,2844620.35127,234402.975229,1057047.13609,1311813.35002,1160755.43718,176432.147488,255140.669801,163918.2562,129401.922831,141313.311123,152376.359252,1110.32209704,13634.905565,3471.71822609,0,0,0,0,4473.23217864,0,0,0,0,0,0,0,0,0,13419.6965359,0,12846.205231
"TCGA-BH-A0BS-11A-11R-A12P-07",4168948.40524,143502.78064,602.968892202,207666.125814,91341.0726509,785011.056699,57440.1461832,2919.45094322,142346.305939,44659.2471639,63970.1857993,598510.097992,570691.110888,27149.1477326,399474.061132,543809.2487,2622.00856048,537390.563096,4602.15576691,674962.069444,519200.943935,414329.715679,504407.678229,166415.239848,311118.557041,571021.079043,3642788.89808,4975.23956132,657533.27227,152554.0643,487382.289484,164420.369315,253522.214606,129688.257049,93171.1379108,209674.657138,171.053757214,48415.5821328,16881.0471442,1588967.89722,287372.403372,259382.616976,1046348.05342,762489.388452,260844.27728,235677.472769,222379.299664,159310.238784,124153.485075,135002.303503,1385.95243225,9074.47573096,2959.96941713,0,0,3997.40967853,0,0,0,0,0,0,0,0,0,3197.92774282,0,0,0,9019.7961977
"TCGA-E9-A1RB-11A-33R-A157-07",5740822.73986,126933.020383,528.224905487,169358.950944,161972.157508,889308.401564,80357.7503082,839.794502285,148263.402376,54403.4211086,88207.6612333,398101.373,239868.89316,39798.581017,475321.894956,401362.701407,11929.5003577,309005.528745,6670.58594134,464465.800177,800736.570593,402306.018096,568639.602829,168618.179323,813512.374521,278281.419508,3053085.44775,7099.08690884,428927.816957,122127.100566,794246.503175,96609.3776114,244974.562159,166992.771831,198394.228098,149217.419512,8616.37178071,97305.5267798,6247.27596805,2084637.34918,303915.838691,788986.86187,1080409.50809,1022489.88278,167177.976352,275094.461516,286091.646158,164320.900691,246379.570014,160950.621004,1745.34041537,14110.5475946,5745.38926156,0,0,28015.1281692,0,2751.48580233,0,0,7250.97434968,0,2546.82983356,0,0,0,0,2751.48580233,0,15803.4056339
"TCGA-BH-A0BA-11A-22R-A19E-07",4288229.67704,138848.173683,1954.3066812,228043.145177,132552.548135,707941.569893,132583.915394,6414.15492185,139763.285029,59678.8408867,97534.4685862,641511.092042,281074.003508,24793.0150933,353004.029135,391257.947523,5368.54796198,453068.886844,24408.3793062,475898.498163,689495.210413,302786.615371,398031.08664,216373.200496,619691.839009,576250.975379,2015403.44058,4733.79648187,476297.160907,158390.660806,659623.619333,107810.338613,277458.089621,192172.569502,140061.006901,179319.289911,1732.52874698,113098.726167,76668.5952944,1804852.96627,246316.055965,877801.717562,1014524.04871,885756.367576,155042.459319,290030.72196,267018.655293,152959.397915,167074.385478,142995.635828,1871.69419324,159803.285097,7994.72974874,0,0,5398.40207299,0,0,0,0,16766.8017326,0,7852.22119707,0,0,0,0,4241.60162878,0,18271.5147086
"TCGA-E9-A1N6-11A-32R-A144-07",4303434.0777,210101.669442,470.311599855,347276.416362,114394.712914,560765.520583,113658.201279,4758.22745321,174078.233811,54518.3354521,58212.3571404,1099011.96655,547466.854865,35698.0926347,348778.528526,380658.570422,19461.8988386,540772.50709,11856.7224952,505072.053686,411385.637541,309111.741872,420969.78445,201341.443151,454768.768002,536599.318008,2757416.51504,5242.80103701,408328.787245,185853.628579,723273.381716,98213.6647554,235432.594327,247395.464912,199806.128379,212027.582389,667.103786423,101263.308213,278406.689525,1637937.68622,231230.196972,1083571.44774,1360692.3842,807900.882771,314261.581047,216994.340926,236839.214384,155622.973939,130875.488658,154318.058866,1689.11467222,14097.0740741,6186.86205884,0,0,0,0,0,0,0,0,0,0,0,0,4157.26950539,0,32664.2603995,0,46902.5277531
"TCGA-BH-A1FB-11A-33R-A13Q-07",3718495.7666,106611.449556,1155.93725705,229744.10441,103313.51092,624439.221363,193561.090663,3878.38621901,151451.852866,59991.5362642,69464.3727481,566503.340944,370514.103638,27589.3746607,234091.943756,293596.59952,16793.9065684,440613.489874,16843.3036525,563862.160437,604644.765588,278089.405604,615947.165932,149725.414024,422959.897153,396370.741296,2608303.48532,1032.2416552,437266.11785,119120.417879,549997.741622,133029.801281,252443.146805,243571.32635,113148.403211,201551.566778,0,45659.7808089,343839.392902,1524089.97445,242961.808639,888352.472142,1200050.26389,784132.446083,221164.052719,295088.868529,251590.939593,176580.01591,162333.806817,168328.976426,4625.98551284,12301.7828638,7788.51108782,0,0,16421.4398318,0,0,0,0,0,0,3980.95511075,0,0,4379.05062183,0,4300.85328929,0,123511.684205
"TCGA-BH-A0E0-11A-13R-A089-07",5121532.15879,117988.245535,23469.5961902,360034.453684,61607.2152921,1170197.07751,72637.4664052,4912.67888731,167342.011212,64968.8353845,80278.9965589,443167.584752,253989.863095,25789.3525682,166399.92304,319083.661192,83553.1712629,564248.940994,5727.71648747,666100.046774,648859.824876,320652.163491,549211.457787,122432.361138,286955.599177,472696.392912,6173141.00268,758.829205454,942195.755284,134663.676163,332916.529667,137926.701153,138068.881677,70499.9722126,81467.0085999,257892.873118,0,75652.6280286,17497.8755784,1160970.73358,206322.283103,457691.474912,1368469.76975,388378.549925,123323.941741,155182.071268,153542.611913,101106.649053,98750.187904,92842.8408149,581.314370394,60715.4780135,2259.05995997,0,0,0,0,0,0,0,0,0,7804.02531626,0,0,4292.21392394,0,0,0,30265.6110022
"TCGA-BH-A0C3-11A-23R-A12P-07",3677518.79758,112644.729644,277.0246171,445108.59202,104349.205091,732332.21579,99411.2185448,3553.43350512,141348.148698,65547.320123,65392.9731944,465943.43874,760566.798729,43960.1677992,201012.013093,330778.318086,17389.5725711,552250.109772,11821.3534008,543410.38444,499295.004696,283426.079771,631450.164769,142722.774302,615053.173968,614705.711576,3626969.80252,1038.99814604,431622.109579,162707.903879,509381.984511,153769.2314,208078.515746,79696.9956569,97836.7532258,227804.359383,0,20163.9749662,2367.67420803,1616656.88511,220322.345714,186726.516325,1362957.63964,726258.775814,171467.594764,266159.381059,199756.297317,152309.716996,191556.265514,178513.006787,1492.39252908,15269.4232405,10599.3110448,0,0,36730.9458219,0,0,0,0,4753.41651812,0,0,0,0,3673.09458219,0,14430.01443,0,10360.01036
"TCGA-BH-A0DK-11A-13R-A089-07",4361114.77912,157201.455663,1405.81473089,449297.790942,115478.426867,410868.09144,74183.6504115,3338.02325601,200875.840192,61189.7569663,145843.207579,472228.224943,267532.774007,41002.4337179,239732.797735,519205.717682,131348.887577,510736.548188,8082.24041934,835792.001615,1268187.22563,194509.578386,414412.29051,103023.03684,452789.22766,344920.95629,2388514.56202,345.22950261,586891.544579,97845.4605469,571336.60443,141820.843354,262666.014465,176002.87386,80554.2129853,213179.863102,8830.78800112,100303.355593,56179.2644608,1506638.15537,237175.708359,609918.838127,1095986.99612,640302.02269,161844.959369,293583.686522,215419.67189,188757.261383,128422.467398,155929.37883,577.023473459,18512.4022895,4059.49008745,0,0,6657.08047079,0,0,0,0,0,0,2420.75653483,0,0,2662.83218832,0,0,0,7510.55232602
"TCGA-GI-A2C9-11A-22R-A21T-07",4580848.0573,177122.787139,1083.49546037,215601.320688,100371.437724,495502.363165,446743.442175,24116.2226541,137701.654846,63290.0075937,76326.9450899,1427787.30798,345851.965352,25930.2603202,318339.972079,279009.862114,5167.53607928,663185.085838,20899.9676426,586892.089374,344708.836516,314771.964995,448254.278036,232659.166637,367458.864619,571517.661837,2543801.94112,372.507434232,413968.637532,159788.255466,509366.378042,65228.683386,254268.774647,364507.741129,173838.232068,190101.220973,0,87098.8196622,557226.991811,1244541.66743,249376.805678,4162968.26591,910565.002523,705452.622177,251265.509724,225087.968211,279595.682143,172486.138834,153427.475305,143110.174011,1478.7138365,23032.5588252,6674.66096373,0,0,0,0,0,0,0,3718.30147988,0,0,0,0,0,0,11287.7009211,0,421407.501054
"TCGA-E2-A1LB-11A-22R-A144-07",3243115.80565,191335.946106,839.21166135,196008.191791,109036.371494,693928.27995,33197.1795767,25471.3681354,201499.40883,99826.8220177,85843.2848849,282356.827108,809534.725136,48540.9650557,160432.37684,360385.667621,27271.7221965,543532.751806,4270.18467772,582293.600546,584037.691604,386809.786288,590430.700909,179262.533511,473697.710061,892824.026239,4359106.19298,568.301464517,730418.335913,156339.114302,585401.834796,131106.335515,177907.476076,101134.117681,60538.9066989,299689.707745,0,12869.9535375,12988.1761073,1478850.63549,232008.175283,133805.980659,1449436.62585,846321.056623,198625.617077,239692.230962,216504.530324,171499.468084,154884.677524,148636.256698,1908.87416511,10103.8789265,5385.2068771,0,0,18545.306183,0,0,0,0,0,0,0,0,0,0,0,0,0,15692.1821549
"TCGA-BH-A1FN-11A-34R-A13Q-07",5419714.75279,141612.412326,588.69713279,417748.189507,106443.767161,764842.184101,227390.248241,531.781721896,88263.0738619,60312.5681582,64537.9349297,911682.579743,533817.690498,40759.8341961,322159.077533,363603.689549,25599.4785414,336888.494083,19130.2529224,527706.124236,398298.314404,215961.416886,593780.475668,125345.010185,349751.135929,277278.156453,3757523.72032,10027.7520337,365474.290327,190102.297965,487644.751126,150263.390589,316871.392804,212097.634201,247334.171982,177418.808182,69.5854419462,30048.8219245,42246.2762083,1739121.16074,293920.792115,727362.551631,1712138.93496,682236.893306,177411.305615,215885.109716,263502.225053,175517.452992,151584.275228,143300.536191,704.764645961,39905.5232124,2597.14085957,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7666.20328727,0,58708.7020974
"TCGA-BH-A0AY-11A-23R-A089-07",5139987.86361,159704.446173,593.431506933,237970.721071,82211.1748597,869984.469676,86648.1274525,2412.26268913,132929.217908,52312.8263814,67837.6171274,902909.55706,307060.753453,25169.3632577,454654.853013,409275.091672,5202.69207058,540244.984498,11735.1645131,618400.066459,535426.971041,379025.882766,375271.52292,193296.513698,371312.343447,559584.290649,2824018.53768,556.425492036,414831.623069,181214.15897,653593.679627,96806.1831643,277376.033248,189686.983944,89522.1114125,164633.833854,946.958263525,35248.3367573,45099.1497611,1471532.28232,299947.397285,1220219.77616,1042472.47891,780700.007052,234534.02475,242146.238134,209200.579685,149717.616216,140252.577783,132699.200473,319.69460214,33825.940335,5355.05601094,0,0,0,0,0,0,0,10182.5865043,0,0,0,0,0,0,7727.85582912,0,0
"TCGA-A7-A13G-11A-51R-A13Q-07",5825984.8719,163885.516854,0,59781.333168,181175.377049,688708.854903,244071.045764,50.849626062,59129.0570663,34869.3611359,39416.0335466,762054.850082,75081.0864129,9713.50427648,1140043.83849,400885.648911,1184.44538937,312861.93499,13475.3202439,250469.552722,1920462.2883,282247.28864,470922.559124,249754.026977,701265.903927,421477.496903,2249327.82899,3518.77450936,414145.640647,220092.777571,877172.599684,49412.0959923,289199.586576,209158.096724,113490.171989,87300.6870625,0,267230.298401,34653.3597765,3355828.30236,277190.110722,1484406.93954,1306489.61234,922080.482721,152589.428105,256492.448276,313902.752927,169483.108497,247080.573459,208493.282986,4852.11364135,5347.78952032,6976.14753563,0,0,27989.2521272,0,0,0,0,0,0,0,0,0,0,0,10995.7776214,0,121047.534841
"TCGA-A7-A0DC-11A-41R-A089-07",5919178.87197,189667.136322,792.551066146,197549.668608,79085.5635928,570113.588059,211605.896473,2004.59559267,103887.894719,47737.6452878,57008.5051771,561892.937208,242852.702337,23517.4894201,736647.942736,635382.882788,11006.2647047,635084.557042,17487.5148493,606815.213888,785478.038923,291884.670545,399145.335195,138478.29251,439866.42655,671067.819564,2314770.35833,445.876848591,430208.076262,167604.74454,1175961.3747,48401.0957533,226052.985028,186506.412562,117772.475533,159169.308081,3147.69758709,285899.985944,33978.7252903,1927258.57132,220098.859682,1072976.25397,873759.482214,784626.260422,170989.352617,257163.01693,226666.017453,141883.298092,182348.634036,146003.951941,2846.4312484,13001.1086874,5797.79676476,0,0,0,0,0,0,0,0,0,0,0,0,4203.40265445,0,0,0,59278.7553833
"TCGA-E9-A1RI-11A-41R-A169-07",9057246.73901,115043.105294,546.541193561,60805.8837165,193529.199809,760690.89733,197124.287583,394.961144957,49474.8102421,32495.3296253,57621.259592,453470.878071,108330.856971,9078.33083518,1124912.6274,491379.589365,3641.61487987,162480.324164,4740.30881785,244891.79353,1184129.42384,354742.653746,434295.014181,210941.017196,831759.29662,386685.428731,2149940.46511,1537.37768719,358791.726543,212870.38936,2122889.33083,58539.5955679,343390.153043,231292.763681,109224.963163,81351.8701097,484.518800638,264771.868355,13192.9235935,3316132.52844,263377.858518,1148747.80933,1556609.64402,1829690.11685,170550.828313,285858.305609,332969.62401,206861.83474,198577.018877,185987.269673,1177.7350369,6631.61438633,3287.94889791,0,0,9058.29921374,0,3558.61754825,0,0,4689.00194594,0,0,0,0,0,0,10675.8526448,0,40878.478503
"TCGA-BH-A1F2-11A-32R-A13Q-07",4375672.31157,140626.745717,97.5924741759,186665.214339,133362.537685,734327.541529,290132.045853,493.680349361,111737.853754,53406.5883836,44521.264333,840401.92772,209232.747037,19200.9200325,427873.184786,386992.926604,5065.18785541,441923.84485,16522.6565913,409739.84806,1079072.09026,357601.531839,532155.513922,283582.334682,541012.133326,501291.358602,2210710.69139,1494.60892654,410475.217781,186703.470709,814398.288291,88552.56539,256343.347064,202478.612579,96726.9718517,145616.157681,0,217082.037665,308167.403296,1844644.354,250765.850956,2274539.30611,857126.059417,752296.702419,174918.438867,255875.898078,333343.232295,159144.451603,218902.095123,154435.502087,3224.6129943,6352.27186387,7327.11607964,0,0,9704.90615356,0,2541.76113546,0,0,6698.28816873,0,0,0,0,2587.97497428,0,15250.5668127,0,91242.7074266
"TCGA-BH-A1FC-11A-32R-A13Q-07",5309891.80347,143342.459127,1218.00608851,251401.180411,91831.6389823,676205.696085,254226.609888,220.049780762,123254.586005,42564.1448807,72794.34024,996932.10768,277035.986954,21475.7296428,309477.125557,233379.678846,7688.46209223,394059.082805,18029.4259952,493536.343673,602439.201445,187420.937161,311308.202994,186876.118155,285963.42452,579925.104564,2214853.81392,4568.2079848,435089.673602,196308.605221,614330.108904,61025.3337223,263392.845894,181557.356545,229820.99077,185437.687483,431.913902283,16727.5129952,179878.253934,1657856.88246,275100.993343,972466.014162,1285301.76739,632220.285788,231362.896683,224350.742273,186845.327753,146433.062668,126801.392175,153051.881706,1603.96295502,28488.7691334,2637.87443009,0,0,0,0,0,0,0,0,0,9787.66876082,0,0,0,0,5287.08892884,0,91100.6092353
"TCGA-BH-A18N-11A-43R-A12D-07",4067767.41387,161104.530132,335.356286291,319440.959686,118514.385067,640788.118345,145607.769478,1413.69173165,157580.002558,60685.2495915,72106.012798,650736.917868,316814.251572,20190.5941612,290165.175165,326669.35245,16543.0339489,428027.048119,11789.6932795,554242.254015,563677.89431,306874.77298,513217.337085,204524.894643,479259.510099,596097.417237,2133818.2595,1013.20741192,388354.084279,168874.292276,752925.322756,74970.6197859,266137.657946,198864.898768,147988.077267,169421.168475,5708.15047184,55523.3417826,221086.526403,1568916.08391,257693.692561,777097.839447,903545.648195,797120.071629,207174.244895,285979.736205,230354.005205,153999.308373,167058.368727,152823.719487,562.065173585,9379.00365561,8069.90832463,0,0,11116.2987172,0,0,0,0,0,0,0,0,0,0,0,8734.23470636,0,37624.3956581
"TCGA-A7-A0D9-11A-53R-A089-07",8097358.79785,204192.987271,363.395217873,48631.503866,125418.434649,575263.743861,307910.288159,787.828948745,65358.7592613,40875.2957341,38456.9482055,855285.838055,86225.2616232,13830.4748301,602522.591348,340962.211217,8538.30223443,338428.308987,22945.3307324,225886.990103,1164544.31282,488957.91191,334550.613996,302181.900307,831542.156497,557601.432556,1894778.78717,1590.09256483,555145.37248,177173.141804,1735948.14974,28385.8158515,199667.322795,102637.878615,307145.625131,123349.814845,257.725225027,346687.022052,95106.6695168,2840546.87381,241911.399119,2473920.10704,910761.598855,1161547.73584,201758.544455,218985.012395,208813.751265,123213.403125,164994.533253,154303.554879,1305.12663203,16612.0079763,2535.94222616,0,0,0,0,4732.24933275,0,0,0,0,0,0,0,0,0,4732.24933275,0,61155.2221463
"TCGA-E2-A15M-11A-22R-A12D-07",5081847.77561,170354.099124,651.822628471,344801.248268,135657.905341,742013.222395,479433.734902,2119.69521432,120339.658687,49986.0106398,71919.3042931,1138751.01265,226014.037696,19131.397751,390923.722941,367911.114005,10286.3064831,298619.767646,19673.9884432,477260.770265,528705.573748,322410.438624,562836.707323,241808.415183,421029.822993,853176.026315,2372858.83607,458.381535017,369944.115155,183046.157141,622510.036293,135132.28998,275542.510436,292828.049189,133481.633496,177627.669888,231.14109011,102349.144113,581792.886475,1534168.38591,289377.268909,3041848.80491,1141665.43369,848533.16784,168299.080631,285353.024055,279293.249164,166772.533101,159288.695411,126193.40521,234.100788876,20784.3183238,1490.09922198,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4244.12189118,0,140164.846047
